FID,OID_1,XDSegID,PreviousXD,NextXDSegI,FRC,RoadNumber,RoadName,LinearID,Country,State,County,District,Miles,Lanes,SlipRoad,SpecialRoa,RoadList,StartLat,StartLong,EndLat,EndLong,Bearing,XDGroup,ShapeSRID,XDSegIDnum,Corridor,Period,Order
33545, ,1310388956,1310390082, ,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.286607462,2,0, ,                I 66,38.88973,-77.21315,38.88778,-77.21783,                     W,260459,4326,1310388956,I-66-W,PM,25
19563, ,1310303619,1310534744, ,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.205375606,2.758,0, ,                I 66,38.88778,-77.21783,38.88645,-77.22125,                     W,260459,4326,1310303619,I-66-W,PM,26
5813, ,1310230148,1310353615, ,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.257632924,3,0, ,                I 66,38.88645,-77.22125,38.88471,-77.22548,                     W,260459,4326,1310230148,I-66-W,PM,27
54343, ,1310516321,1310407314,1310290558,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.19696224,3,0, ,                I 66,38.88471,-77.22548,38.88335,-77.2287,                     W,260459,4326,1310516321,I-66-W,PM,28
17188, ,1310290558,1310516321,1310290543,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.449015251,3,0, ,                I 66,38.88335,-77.2287,38.88093,-77.23644,                     W,260459,4326,1310290558,I-66-W,PM,29
29300, ,1310362085,1310253047, ,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           Wolf Trap,0.241607761,4,0, ,                VA 267,38.93452,-77.2467,38.93349,-77.25099,                     W,262397,4326,1310362085,VA-267-N,PM,1
10051, ,1310253047,1310253260,1310362085,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax, ,0.267767488,4,0, ,                VA 267,38.93519,-77.24181,38.93452,-77.2467,                     W,262397,4326,1310253047,VA-267-N,PM,2
10081, ,1310253260,1310271551,1310253047,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax, ,0.095175425,2.796,0, ,                VA 267,38.93515,-77.24004,38.93519,-77.24181,                     W,262397,4326,1310253260,VA-267-N,PM,3
13545, ,1310271551,1310617577,1310253260,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax, ,0.729949594,4,0, ,                VA 267,38.93455,-77.22734,38.93515,-77.24077,                     W,262397,4326,1310271551,VA-267-N,PM,4
72137, ,1310617577,1310320513,1310271551,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.378694673,5,0, ,                VA 267,38.93464,-77.22034,38.93455,-77.22734,                     W,262397,4326,1310617577,VA-267-N,PM,5
13543, ,1310271543,1310574773, ,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.153944713,5,0, ,                VA 267,38.93401,-77.21595,38.93442,-77.21876,                     W,262397,4326,1310271543,VA-267-N,PM,6
63928, ,1310574773,1310543546,1310271543,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.138261304,3.28,0, ,                VA 267,38.93362,-77.21342,38.93401,-77.21595,                     W,262397,4326,1310574773,VA-267-N,PM,7
4981, ,1310225615,1310601534, ,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.340144804,2,0, ,                VA 267,38.93186,-77.20763,38.93362,-77.21342,                     W,262397,4326,1310225615,VA-267-N,PM,8
68695, ,1310601534,1310303844,1310225615,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.111877883,3,0, ,                VA 267,38.93072,-77.20616,38.93186,-77.20763,                     W,262397,4326,1310601534,VA-267-N,PM,9
19594, ,1310303844,1310271576,1310601534,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.16292974,2,0, ,                VA 267,38.92935,-77.20373,38.93072,-77.20616,                     W,262397,4326,1310303844,VA-267-N,PM,10
13552, ,1310271576,1310271564,1310303844,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.179973952,2,0, ,                VA 267,38.92815,-77.20076,38.92935,-77.20373,                     W,262397,4326,1310271576,VA-267-N,PM,11
13550, ,1310271564,1310573747,1310271576,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.286309204,2,0, ,                VA 267,38.92508,-77.19728,38.92815,-77.20076,                     N,262397,4326,1310271564,VA-267-N,PM,12
63760, ,1310573747,1310573759,1310271564,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           Pimmit Hills,0.540704784,2,0, ,"                VA 267,SR 267,VA 267",38.91809,-77.19276,38.92508,-77.19728,                     N,262397,4326,1310573747,VA-267-N,PM,13
63762, ,1310573759,1310573824,1310573747,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           Pimmit Hills,0.457335411,2,0, ,"                SR 267,VA 267",38.91264,-77.18797,38.91809,-77.19276,                     N,262397,4326,1310573759,VA-267-N,PM,14
63772, ,1310573824,1310271598,1310573759,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.649065706,2,0, ,                VA 267,38.90351,-77.18789,38.91264,-77.18797,                     N,262397,4326,1310573824,VA-267-N,PM,15
13558, ,1310271598, ,1310573824,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.219685785,2,1, ,                VA 267,38.90094,-77.18575,38.90351,-77.18789,                     N,1976274,4326,1310271598,VA-267-N,PM,16
16367, ,1310286193,1310286182,1310286161,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Annandale,0.565485067,2,0,               HOV,                495 Express Lanes,38.84929,-77.21997,38.85747,-77.21997,                     N,1956538,4326,1310286193,495-EXPRS-N,AM,1
16360, ,1310286161,1310286193,1310286170,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Annandale,0.596621977,2,0,               HOV,                495 Express Lanes,38.85747,-77.21997,38.86611,-77.22007,                     N,1956538,4326,1310286161,495-EXPRS-N,AM,2
16361, ,1310286170,1310286161,1310286137,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.425303726,2,0,               HOV,                495 Express Lanes,38.86611,-77.22007,38.87226,-77.22011,                     N,1956538,4326,1310286170,495-EXPRS-N,AM,3
16354, ,1310286137,1310286170,1310286148,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           West Falls Church,0.416188211,2,0,               HOV,                495 Express Lanes,38.87226,-77.22011,38.87823,-77.22099,                     N,1956538,4326,1310286137,495-EXPRS-N,AM,4
43267, ,1310450035, ,1310472622,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           West Falls Church,0.240458224,2,0, ,                495 Express Lanes,38.87226,-77.22011,38.87573,-77.22038,                     N,2134068,4326,1310450035,495-EXPRS-N,AM,5
46856, ,1310472622,1310450035, ,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           West Falls Church,0.012340432,2,0, ,                495 Express Lanes,38.87573,-77.22038,38.8759,-77.22043,                     N,2134068,4326,1310472622,495-EXPRS-N,AM,6
16356, ,1310286148,1310286137, ,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.945981716,2,0,               HOV,                495 Express Lanes,38.87823,-77.22099,38.89121,-77.21724,                     N,1956538,4326,1310286148,495-EXPRS-N,AM,7
9365, ,1310249546,1310241315,1310285929,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Dunn Loring,0.947559999,2,0,               HOV,                495 Express Lanes,38.89121,-77.21724,38.90441,-77.2164,                     N,1956538,4326,1310249546,495-EXPRS-N,AM,8
16311, ,1310285929,1310249546,1310285938,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Dunn Loring,0.867999632,2,0,               HOV,                495 Express Lanes,38.90441,-77.2164,38.91688,-77.21734,                     N,1956538,4326,1310285929,495-EXPRS-N,AM,9
16313, ,1310285938,1310285929,1310285905,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.536454605,2,0,               HOV,                495 Express Lanes,38.91688,-77.21734,38.92437,-77.21481,                     N,1956538,4326,1310285938,495-EXPRS-N,AM,10
16308, ,1310285916,1310285905,1310285885,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.117886543,2,0,               HOV,                495 Express Lanes,38.92602,-77.21407,38.92756,-77.21313,                     N,1956538,4326,1310285916,495-EXPRS-N,AM,11
16303, ,1310285885,1310285916,1310516613,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.353423507,2,0,               HOV,                495 Express Lanes,38.92756,-77.21313,38.93225,-77.2105,                     N,1956538,4326,1310285885,495-EXPRS-N,AM,12
54381, ,1310516613,1310285885,1310512832,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           McLean,0.685739034,1.63,0, ,                495 Express Lanes,38.93225,-77.2105,38.94121,-77.20505,                     N,1956538,4326,1310516613,495-EXPRS-N,AM,13
46652, ,1310471232, ,1310516599,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           McLean,0.335757924,2,0, ,                495 Express Lanes,38.94161,-77.20525,38.93711,-77.20762,                     S,1929066,4326,1310471232,495-EXPRS-S,PM,1
54380, ,1310516599,1310471232,1310471195,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           McLean,0.357052314,2,0, ,                495 Express Lanes,38.93711,-77.20762,38.93264,-77.2109,                     S,1929066,4326,1310516599,495-EXPRS-S,PM,2
46641, ,1310471195,1310516599,1310471208,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.404208174,2,0,               HOV,                495 Express Lanes,38.93264,-77.2109,38.92729,-77.21388,                     S,1929066,4326,1310471195,495-EXPRS-S,PM,3
46646, ,1310471208,1310471195,1310470969,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.210489491,2,0,               HOV,                495 Express Lanes,38.92729,-77.21388,38.92439,-77.21507,                     S,1929066,4326,1310471208,495-EXPRS-S,PM,4
46613, ,1310470969,1310471208,1310470980,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.090937674,2,0,               HOV,                495 Express Lanes,38.92561,-77.21444,38.92439,-77.21507,                     S,1929066,4326,1310470969,495-EXPRS-S,PM,5
46615, ,1310470980,1310470969,1310246536,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.536895778,2,0,               HOV,                495 Express Lanes,38.92439,-77.21507,38.91693,-77.21761,                     S,1929066,4326,1310470980,495-EXPRS-S,PM,6
46609, ,1310470946,1310246536,1310218556,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Dunn Loring,0.913776048,2,0,               HOV,                495 Express Lanes,38.90347,-77.21636,38.89079,-77.21773,                     S,1929066,4326,1310470946,495-EXPRS-S,PM,7
3615, ,1310218556,1310470946,1310358213,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Dunn Loring,0.375699664,2,0,               HOV,                495 Express Lanes,38.89079,-77.21773,38.88637,-77.22171,                     S,1929066,4326,1310218556,495-EXPRS-S,PM,8
28628, ,1310358213,1310218556,1310470958,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.936226189,1.853,0,               HOV,                495 Express Lanes,38.88537,-77.22191,38.87197,-77.22031,                     S,1929066,4326,1310358213,495-EXPRS-S,PM,9
46611, ,1310470958,1310358213,1310470917,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.405394993,2,0,               HOV,                495 Express Lanes,38.87197,-77.22031,38.8661,-77.22024,                     S,1929066,4326,1310470958,495-EXPRS-S,PM,10
46604, ,1310470917,1310470958,1310470929,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Annandale,0.573761731,2,0,               HOV,                495 Express Lanes,38.8661,-77.22024,38.8578,-77.22016,                     S,1929066,4326,1310470917,495-EXPRS-S,PM,11
69804, ,1310607513,1310282462,1310339348,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.192674779,2,0, ,                George Washington Memorial Parkway,38.81576,-77.04461,38.81853,-77.04421,                     N,219118,4326,1310607513,GWPKWY-NW,AM,1
25629, ,1310339348,1310607513,1310300728,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.22004618,2,0, ,                George Washington Memorial Parkway,38.81853,-77.04421,38.8217,-77.0438,                     N,219118,4326,1310339348,GWPKWY-NW,AM,2
19031, ,1310300728,1310339348,135263441,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.198751789,2,0, ,                George Washington Memorial Parkway,38.8217,-77.0438,38.82457,-77.04344,                     N,219118,4326,1310300728,GWPKWY-NW,AM,3
2269, ,135263441,1310300728,1310441756,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.408874672,2,0, ,                George Washington Memorial Parkway,38.82457,-77.04344,38.83045,-77.04334,                     N,219118,4326,135263441,GWPKWY-NW,AM,4
41910, ,1310441756,135263441,135726076,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.442093176,2,0, ,                George Washington Memorial Parkway,38.83045,-77.04334,38.8365,-77.04573,                     N,275870,4326,1310441756,GWPKWY-NW,AM,5
2763, ,135726076,1310441756,1310441795,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.366279677,2,0, ,                George Washington Memorial Parkway,38.8365,-77.04573,38.84137,-77.04812,                     N,275870,4326,135726076,GWPKWY-NW,AM,6
41915, ,1310441795,135726076,1310261341,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.514961375,2,0, ,                George Washington Memorial Parkway,38.84137,-77.04812,38.84865,-77.0482,                     N,275870,4326,1310441795,GWPKWY-NW,AM,7
11595, ,1310261341,1310441795,1310584511,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.469980315,2,0, ,                George Washington Memorial Parkway,38.84865,-77.0482,38.85535,-77.04679,                     N,275870,4326,1310261341,GWPKWY-NW,AM,8
65551, ,1310584511,1310261341,1310574832,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.411726766,2,0, ,                George Washington Memorial Parkway,38.85535,-77.04679,38.8611,-77.04524,                     N,275870,4326,1310584511,GWPKWY-NW,AM,9
63937, ,1310574832,1310584511,1310419279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.714980762,3,0, ,                George Washington Memorial Parkway,38.8611,-77.04524,38.87001,-77.04073,                     N,275870,4326,1310574832,GWPKWY-NW,AM,10
38443, ,1310419279,1310574832, ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.307106498,2,0, ,                George Washington Memorial Parkway,38.87001,-77.04073,38.87322,-77.04464,                     N,275870,4326,1310419279,GWPKWY-NW,AM,11
18811, ,1310299591,1310543446, ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.169118597,2,0, ,                George Washington Memorial Parkway,38.87322,-77.04464,38.87505,-77.04672,                     N,275870,4326,1310299591,GWPKWY-NW,AM,12
58790, ,1310543446,1310416331,1310299591,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.013831723,2,0, ,                George Washington Memorial Parkway,38.87322,-77.04464,38.87336,-77.04483,                     W,275870,4326,1310543446,GWPKWY-NW,AM,13
36388, ,1310406374,1310441592,1310579108,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.467320846,2,0, ,                George Washington Memorial Parkway,38.88931,-77.06264,38.89497,-77.06654,                     N,275870,4326,1310406374,GWPKWY-NW,AM,14
64604, ,1310579108,1310406374,1310413279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.776471655,2.169,0, ,                George Washington Memorial Parkway,38.89497,-77.06654,38.9014,-77.07597,                     W,275870,4326,1310579108,GWPKWY-NW,AM,15
37418, ,1310413279,1310579108,1310437133,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.296536974,3,0, ,                George Washington Memorial Parkway,38.9014,-77.07597,38.90216,-77.08134,                     W,275870,4326,1310413279,GWPKWY-NW,AM,16
41237, ,1310437133,1310413279,1310437097,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.496314026,2,0, ,                George Washington Memorial Parkway,38.90216,-77.08134,38.90353,-77.09033,                     W,275870,4326,1310437133,GWPKWY-NW,AM,17
41230, ,1310437097,1310437133,1310437109,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.508101437,2,0, ,                George Washington Memorial Parkway,38.90353,-77.09033,38.90774,-77.09801,                     W,275870,4326,1310437097,GWPKWY-NW,AM,18
41233, ,1310437109,1310437097,1310436875,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.675299998,2,0, ,                George Washington Memorial Parkway,38.90774,-77.09801,38.91545,-77.10547,                     N,275870,4326,1310437109,GWPKWY-NW,AM,19
41201, ,1310436875,1310437109,1310436879,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.393825061,2,0, ,                George Washington Memorial Parkway,38.91545,-77.10547,38.92051,-77.10876,                     N,275870,4326,1310436875,GWPKWY-NW,AM,20
41202, ,1310436879,1310436875,1310436894,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.453414559,2,0, ,                George Washington Memorial Parkway,38.92051,-77.10876,38.92527,-77.11455,                     N,275870,4326,1310436879,GWPKWY-NW,AM,21
41204, ,1310436894,1310436879,1310436851,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.740867086,2,0, ,                George Washington Memorial Parkway,38.92527,-77.11455,38.93246,-77.12468,                     W,275870,4326,1310436894,GWPKWY-NW,AM,22
41197, ,1310436851,1310436894,1310436865,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.273291478,2,0, ,                George Washington Memorial Parkway,38.93246,-77.12468,38.93379,-77.12943,                     W,275870,4326,1310436851,GWPKWY-NW,AM,23
41199, ,1310436865,1310436851,1310304099,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.512326762,2,0, ,                George Washington Memorial Parkway,38.93379,-77.12943,38.93868,-77.13356,                     N,275870,4326,1310436865,GWPKWY-NW,AM,24
19637, ,1310304099,1310436865,1310329441,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.133072854,2,0, ,                George Washington Memorial Parkway,38.93868,-77.13356,38.94058,-77.13355,                     N,275870,4326,1310304099,GWPKWY-NW,AM,25
24151, ,1310329441,1310304099,1310329402,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.549546896,2,0, ,                George Washington Memorial Parkway,38.94058,-77.13355,38.94785,-77.13702,                     N,275870,4326,1310329441,GWPKWY-NW,AM,26
24143, ,1310329402,1310329441,1310329419,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.630219518,2,0, ,                George Washington Memorial Parkway,38.94785,-77.13702,38.95614,-77.14072,                     N,275870,4326,1310329402,GWPKWY-NW,AM,27
24146, ,1310329419,1310329402,1310329379,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.196135817,2,0, ,                George Washington Memorial Parkway,38.95614,-77.14072,38.95808,-77.14339,                     W,275870,4326,1310329419,GWPKWY-NW,AM,28
24140, ,1310329379,1310329419,1310329392,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.593167154,2,0, ,                George Washington Memorial Parkway,38.95808,-77.14339,38.96192,-77.15309,                     W,275870,4326,1310329379,GWPKWY-NW,AM,29
24144, ,1310329392,1310329379,1310329550,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.737331484,2,0, ,                George Washington Memorial Parkway,38.96192,-77.15309,38.96407,-77.16598,                     W,275870,4326,1310329392,GWPKWY-NW,AM,30
24166, ,1310329550,1310329392,1310574103,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.53910786,2,0, ,                George Washington Memorial Parkway,38.96407,-77.16598,38.96422,-77.17589,                     W,275870,4326,1310329550,GWPKWY-NW,AM,31
69804, ,1310607513,1310282462,1310339348,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.192674779,2,0, ,                George Washington Memorial Parkway,38.81576,-77.04461,38.81853,-77.04421,                     N,219118,4326,1310607513,GWPKWY-NW,PM,1
25629, ,1310339348,1310607513,1310300728,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.22004618,2,0, ,                George Washington Memorial Parkway,38.81853,-77.04421,38.8217,-77.0438,                     N,219118,4326,1310339348,GWPKWY-NW,PM,2
19031, ,1310300728,1310339348,135263441,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.198751789,2,0, ,                George Washington Memorial Parkway,38.8217,-77.0438,38.82457,-77.04344,                     N,219118,4326,1310300728,GWPKWY-NW,PM,3
2269, ,135263441,1310300728,1310441756,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.408874672,2,0, ,                George Washington Memorial Parkway,38.82457,-77.04344,38.83045,-77.04334,                     N,219118,4326,135263441,GWPKWY-NW,PM,4
41910, ,1310441756,135263441,135726076,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.442093176,2,0, ,                George Washington Memorial Parkway,38.83045,-77.04334,38.8365,-77.04573,                     N,275870,4326,1310441756,GWPKWY-NW,PM,5
2763, ,135726076,1310441756,1310441795,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.366279677,2,0, ,                George Washington Memorial Parkway,38.8365,-77.04573,38.84137,-77.04812,                     N,275870,4326,135726076,GWPKWY-NW,PM,6
41915, ,1310441795,135726076,1310261341,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.514961375,2,0, ,                George Washington Memorial Parkway,38.84137,-77.04812,38.84865,-77.0482,                     N,275870,4326,1310441795,GWPKWY-NW,PM,7
11595, ,1310261341,1310441795,1310584511,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.469980315,2,0, ,                George Washington Memorial Parkway,38.84865,-77.0482,38.85535,-77.04679,                     N,275870,4326,1310261341,GWPKWY-NW,PM,8
65551, ,1310584511,1310261341,1310574832,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.411726766,2,0, ,                George Washington Memorial Parkway,38.85535,-77.04679,38.8611,-77.04524,                     N,275870,4326,1310584511,GWPKWY-NW,PM,9
63937, ,1310574832,1310584511,1310419279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.714980762,3,0, ,                George Washington Memorial Parkway,38.8611,-77.04524,38.87001,-77.04073,                     N,275870,4326,1310574832,GWPKWY-NW,PM,10
38443, ,1310419279,1310574832, ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.307106498,2,0, ,                George Washington Memorial Parkway,38.87001,-77.04073,38.87322,-77.04464,                     N,275870,4326,1310419279,GWPKWY-NW,PM,11
18811, ,1310299591,1310543446, ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.169118597,2,0, ,                George Washington Memorial Parkway,38.87322,-77.04464,38.87505,-77.04672,                     N,275870,4326,1310299591,GWPKWY-NW,PM,12
58790, ,1310543446,1310416331,1310299591,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.013831723,2,0, ,                George Washington Memorial Parkway,38.87322,-77.04464,38.87336,-77.04483,                     W,275870,4326,1310543446,GWPKWY-NW,PM,13
36388, ,1310406374,1310441592,1310579108,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.467320846,2,0, ,                George Washington Memorial Parkway,38.88931,-77.06264,38.89497,-77.06654,                     N,275870,4326,1310406374,GWPKWY-NW,PM,14
64604, ,1310579108,1310406374,1310413279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.776471655,2.169,0, ,                George Washington Memorial Parkway,38.89497,-77.06654,38.9014,-77.07597,                     W,275870,4326,1310579108,GWPKWY-NW,PM,15
37418, ,1310413279,1310579108,1310437133,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.296536974,3,0, ,                George Washington Memorial Parkway,38.9014,-77.07597,38.90216,-77.08134,                     W,275870,4326,1310413279,GWPKWY-NW,PM,16
41237, ,1310437133,1310413279,1310437097,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.496314026,2,0, ,                George Washington Memorial Parkway,38.90216,-77.08134,38.90353,-77.09033,                     W,275870,4326,1310437133,GWPKWY-NW,PM,17
41230, ,1310437097,1310437133,1310437109,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.508101437,2,0, ,                George Washington Memorial Parkway,38.90353,-77.09033,38.90774,-77.09801,                     W,275870,4326,1310437097,GWPKWY-NW,PM,18
41233, ,1310437109,1310437097,1310436875,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.675299998,2,0, ,                George Washington Memorial Parkway,38.90774,-77.09801,38.91545,-77.10547,                     N,275870,4326,1310437109,GWPKWY-NW,PM,19
41201, ,1310436875,1310437109,1310436879,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.393825061,2,0, ,                George Washington Memorial Parkway,38.91545,-77.10547,38.92051,-77.10876,                     N,275870,4326,1310436875,GWPKWY-NW,PM,20
41202, ,1310436879,1310436875,1310436894,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.453414559,2,0, ,                George Washington Memorial Parkway,38.92051,-77.10876,38.92527,-77.11455,                     N,275870,4326,1310436879,GWPKWY-NW,PM,21
41204, ,1310436894,1310436879,1310436851,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.740867086,2,0, ,                George Washington Memorial Parkway,38.92527,-77.11455,38.93246,-77.12468,                     W,275870,4326,1310436894,GWPKWY-NW,PM,22
41197, ,1310436851,1310436894,1310436865,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.273291478,2,0, ,                George Washington Memorial Parkway,38.93246,-77.12468,38.93379,-77.12943,                     W,275870,4326,1310436851,GWPKWY-NW,PM,23
41199, ,1310436865,1310436851,1310304099,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.512326762,2,0, ,                George Washington Memorial Parkway,38.93379,-77.12943,38.93868,-77.13356,                     N,275870,4326,1310436865,GWPKWY-NW,PM,24
