tripID,corridor,deviceID,providerID,providerType,providerDrivingProfile,vehicleWeightClass
e1d926cb1a016295f3e78e83eff75617,I-66-EB-TZ1-2-3_US-29-NB-TZ4,aeeb3b6ce475787c9e4e3fc0d5fdbcf3,54229abfcfa5649e7003b83dd4755294,2,3,2
d8709ad1589a4619984051655e662044,I-66-EB-TZ1-2-3_US-29-NB-TZ4,b3ca8f7f73ed5eed843b4cdc2edeac80,f033ab37c30201f73f142449d037028d,2,3,2
330f040f6d14d9539b807a2e36256531,I-66-EB-TZ1-2-3_US-29-NB-TZ4,415a888c4c0e2bc82fdf824530f2fc4f,a02ffd91ece5e7efeb46db8f10a74059,2,3,1
576ab5e5a529324bebeee346624dea00,I-66-EB-TZ1-2-3_US-29-NB-TZ4,f169df316e6d346e225978ac1fb26cb9,f033ab37c30201f73f142449d037028d,2,3,2
de5b7bded0fb59f6d3578264d3dd3ee3,I-66-EB-TZ1-2-3_US-29-NB-TZ4,b1de3229aa3fbe59c63e5abf88d769d8,f033ab37c30201f73f142449d037028d,2,3,2
5280e4ea2e73a55aa1d1b09dbcd98e7c,I-66-EB-TZ1-2-3_US-29-NB-TZ4,53d40d1152ea3b453b80db9dfe85013f,a02ffd91ece5e7efeb46db8f10a74059,2,3,1
df58a5766e87101d8bd384a7a941929b,I-66-EB-TZ1-2-3_US-29-NB-TZ4,ab182cbe90c9f7d40cc1b0bc1e259a1b,54229abfcfa5649e7003b83dd4755294,2,3,2
9f71c6a4c290d35dc854865c37e3812b,I-66-EB-TZ1-2-3_US-29-NB-TZ4,ab182cbe90c9f7d40cc1b0bc1e259a1b,54229abfcfa5649e7003b83dd4755294,2,3,2
dd86ff6514077727f45d6ec21fcf4556,I-66-EB-TZ1-2-3_US-29-NB-TZ4,b416878052f6c446490ea3c3c10114c5,3ad7c2ebb96fcba7cda0cf54a2e802f5,1,1,1
ec7c73bbf678086e130bb2705899f436,I-66-EB-TZ1-2-3_US-29-NB-TZ4,709e67097977e6520c76d47b951a1be2,c203d8a151612acf12457e4d67635a95,1,1,1
040c3ab9743177ca421e22bb3e77ffa6,I-66-EB-TZ1-2-3_US-29-NB-TZ4,df6210f6f09fc239874d4e23059ec7d0,a02ffd91ece5e7efeb46db8f10a74059,2,3,1
b803458c76f65d1abcb4baed7bd7c92f,I-66-EB-TZ1-2-3_US-29-NB-TZ4,d88375d43d35ec27f8aa38c6e00fc5e4,39059724f73a9969845dfe4146c5660e,1,1,1
f1239e0b1e41be23118925427e062393,I-66-EB-TZ1-2-3_US-29-NB-TZ4,db0e1bcca74162886deb531c80a29769,82cec96096d4281b7c95cd7e74623496,1,1,1
2bf0510498f5d5e9a8ab13c94f2d9559,I-66-EB-TZ1-2-3_US-29-NB-TZ4,a9d080ec10765e3d704e4f9f0b15ff32,c3e878e27f52e2a57ace4d9a76fd9acf,1,1,1
5de24f1eb0cdf4fd057558fa0d030a78,I-66-EB-TZ1-2-3_US-29-NB-TZ4,d5bd26ae54fe29f9dc39f76b4d1ef9ff,c3e878e27f52e2a57ace4d9a76fd9acf,1,1,1
c185d806324be75b9991d5b42ebc300e,I-66-EB-TZ1-2-3_US-29-NB-TZ4,1061283532be1d0209c63b940d493c80,54229abfcfa5649e7003b83dd4755294,2,3,2
5f2ee6450f5b425bde52fc793cd68b24,I-66-EB-TZ1-2-3_US-29-NB-TZ4,137691236f737d3ac50e27ea0b2caf60,f033ab37c30201f73f142449d037028d,2,3,2
b0890a60d0f9859063353f8bd45c60b5,I-66-EB-TZ1-2-3_US-29-NB-TZ4,fe9254ee0ab864b8ce6dda8ed28e600d,3ad7c2ebb96fcba7cda0cf54a2e802f5,1,1,1
50e45ac149b7f539dfb610adbab224c0,I-66-EB-TZ1-2-3_US-29-NB-TZ4,ffcb4605da23f43d44ee7c7d70ab5304,54229abfcfa5649e7003b83dd4755294,2,3,2
f68f8b6c4e08fdb0b646de5d9853622d,I-66-EB-TZ1-2-3_US-29-NB-TZ4,f169df316e6d346e225978ac1fb26cb9,f033ab37c30201f73f142449d037028d,2,3,2
1850db085515a7ee18c5d798c6bcacbb,I-66-EB-TZ1-2-3_US-29-NB-TZ4,c725ff501f24aeea502af362bb87f6f1,c203d8a151612acf12457e4d67635a95,1,1,1
4980e58bca2a9dfb921ed8f1da412c5e,I-66-EB-TZ1-2-3_US-29-NB-TZ4,18876a358cdd4057189bbcd39a5ff80b,a02ffd91ece5e7efeb46db8f10a74059,2,3,1
6ac1ca991b322dc5e6afcd5cc9386769,I-66-EB-TZ1-2-3_US-29-NB-TZ4,7888bf3fed022a0f6777cc0726d6e313,84d9ee44e457ddef7f2c4f25dc8fa865,1,1,1
4c77b84359c20f59e93013aae10edee9,I-66-EB-TZ1-2-3_US-29-NB-TZ4,ee26a4a3e99ad557c22ec864f98d705a,82cec96096d4281b7c95cd7e74623496,1,1,1
532cbd002b985697db3e35a58f2abea0,I-66-EB-TZ1-2-3_US-29-NB-TZ4,41a42c4970ebadfc92b670584a1b3523,f2217062e9a397a1dca429e7d70bc6ca,1,1,1
ebb8baa3d74c03752502528a471358c7,I-66-EB-TZ1-2-3_US-29-NB-TZ4,130c7f5bd8b073cb6631e560d44fa250,54229abfcfa5649e7003b83dd4755294,2,3,2
ed308860417d9c8aa7021f2ef8552fc4,I-66-EB-TZ1-2-3_US-29-NB-TZ4,52a2b6b06e2f8024531e3f03600e01bb,c3e878e27f52e2a57ace4d9a76fd9acf,1,1,1
9d7e3f33c357ef999603c0ade6690091,I-66-EB-TZ1-2-3_US-29-NB-TZ4,44f66c750baa0169106abd43b07a1456,54229abfcfa5649e7003b83dd4755294,2,3,2
a3ca46c42cf51304b7bd6083b5efd7b6,I-66-EB-TZ1-2-3_US-29-NB-TZ4,cc0362a0201dc39bcf80b04089da7888,54229abfcfa5649e7003b83dd4755294,2,3,2
c0eec9e175f24fb2684a452dc401c927,I-66-EB-TZ1-2-3_US-29-NB-TZ4,f169df316e6d346e225978ac1fb26cb9,f033ab37c30201f73f142449d037028d,2,3,2
6c948b206851d73938afb21d692785e4,I-66-EB-TZ1-2-3_US-29-NB-TZ4,ab182cbe90c9f7d40cc1b0bc1e259a1b,54229abfcfa5649e7003b83dd4755294,2,3,2
79a694de49fda5554df1072f3d36f5bf,I-66-EB-TZ1-2-3_US-29-NB-TZ4,320f2bdc5169e7ee3634f90b1aef19df,f033ab37c30201f73f142449d037028d,2,3,2
12d4c7382046ceddfcc60276f4ca59b3,I-66-EB-TZ1-2-3_US-29-NB-TZ4,677d68f8480ab81366444e90772d6674,a02ffd91ece5e7efeb46db8f10a74059,2,3,1
c93e6d62f45969758040263eddeb94ee,I-66-EB-TZ1-2-3_US-29-NB-TZ4,9b080106f3afa278255c9ad3ba97bcf3,54229abfcfa5649e7003b83dd4755294,2,3,2
c65c94fd0dff40ca667e00a4684f048e,I-66-EB-TZ1-2-3_US-29-NB-TZ4,8e909ba8cdad6bada03aa2e1b7e5071d,54229abfcfa5649e7003b83dd4755294,2,3,2
49c1954e699e19058945182f84887716,I-66-EB-TZ1-2-3_US-29-NB-TZ4,c9254e92e3b0e1c17d4eb38efe4e011d,3ad7c2ebb96fcba7cda0cf54a2e802f5,1,1,1
30084fbfeb773ac2e8f24fedd9450f4a,I-66-EB-TZ1-2-3_US-29-NB-TZ4,189ec71dc8d36fdb3621dfd1942b331a,82cec96096d4281b7c95cd7e74623496,1,1,1
b93b66da3a9e12c554d453500d7e5c4a,I-66-EB-TZ1-2-3_US-29-NB-TZ4,dcd37bc42bae971fbec87e3faaa8fa8f,82cec96096d4281b7c95cd7e74623496,1,1,1
b5febf4c73ff12073c4ece6ebf7d6e8c,I-66-EB-TZ1-2-3_US-29-NB-TZ4,4491fda1beb51f96fcc09871f6225b8b,f4f6dce2f3a0f9dada0c2b5b66452017,1,1,1
0834fbd8b9cb8b7ce0d512a286279bfc,I-66-EB-TZ1-2-3_US-29-NB-TZ4,057e9d86983e711ee5fcd9e3e0828e90,a02ffd91ece5e7efeb46db8f10a74059,2,3,1
7b9c95a3dd6b48515bedf9299406089a,I-66-EB-TZ1-2-3_US-29-NB-TZ4,469c55d8c6cd83311a487774070c03a9,82cec96096d4281b7c95cd7e74623496,1,1,1
860072e4e0ddd95208c84a70432280b3,I-66-EB-TZ1-2-3_US-29-NB-TZ4,72f930525906d969becd8b97c7dd3051,8dd48d6a2e2cad213179a3992c0be53c,1,1,1
b3cc5df8022ec5cc3581b4839cf7b3c2,I-66-EB-TZ1-2-3_US-29-NB-TZ4,492ed05f031b0f29f57187d3071cadb7,c3e878e27f52e2a57ace4d9a76fd9acf,1,1,1
b08853a0325f0b922e34d1f6f8b2e9c8,I-66-EB-TZ1-2-3_US-29-NB-TZ4,59f10282b3495481aad54f54a0d2c81e,c3e878e27f52e2a57ace4d9a76fd9acf,1,1,1
35048370fcf23d56feb625528a4a9f01,I-66-EB-TZ1-2-3_US-29-NB-TZ4,24ecb69a81932c76a8738778012f8f00,f033ab37c30201f73f142449d037028d,2,3,2
3bfebf4683f2bd1cc4680996c2d08f27,I-66-EB-TZ1-2-3_US-29-NB-TZ4,50d446496ba68bb8fef349f657074dba,a02ffd91ece5e7efeb46db8f10a74059,2,3,1
eebbafa7b9bb437a66af1505be96cf63,I-66-EB-TZ1-2-3_US-29-NB-TZ4,6449a2c7da8e8b9e3e90529d41ff1373,82cec96096d4281b7c95cd7e74623496,1,1,1
07d7e9a7d67dbe1dc03e0c85ca98d6f2,I-66-EB-TZ1-2-3_US-29-NB-TZ4,36abe1d12c6f03fce806170194fb92f2,8dd48d6a2e2cad213179a3992c0be53c,1,1,1
e9c13f0924ed1fea218cf894cc5a6fb8,I-66-EB-TZ1-2-3_US-29-NB-TZ4,9329da516c9b5e17baafa194103a4ae3,c3e878e27f52e2a57ace4d9a76fd9acf,1,1,1
57b3237abde1ff34e13d569b02008f87,I-66-EB-TZ1-2-3_US-29-NB-TZ4,f169df316e6d346e225978ac1fb26cb9,f033ab37c30201f73f142449d037028d,2,3,2
4f6eebf2a44ada16b4ffb0a150df8326,I-66-EB-TZ1-2-3_US-29-NB-TZ4,13d3d1f32fcd1f48c29d0d7687f5420e,c3e878e27f52e2a57ace4d9a76fd9acf,1,1,1
99626994eaae5e5624f62e1e88247704,I-66-EB-TZ1-2-3_US-29-NB-TZ4,7800c2f1b5cd4fc4a80def9d8a59786f,54229abfcfa5649e7003b83dd4755294,2,3,2
