FID,OID_1,XDSegID,PreviousXD,NextXDSegI,FRC,RoadNumber,RoadName,LinearID,Country,State,County,District,Miles,SlipRoad,SpecialRoa,RoadList,StartLat,StartLong,EndLat,EndLong,Bearing,XDGroup,ShapeSRID,XDSegID_nu,Corridor,Period,order
70246,9051539,1310574832,1310584511,1310419279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.785630667,0, ,               George Washington Memorial Parkway,38.8611,-77.04524,38.87082,-77.04152,                    N,1267200,4326,1310574832,GWPKWY-NW,PM,14
40791,8944030,1310419279,1310574832,1310543446,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.236462807,0, ,               George Washington Memorial Parkway,38.87082,-77.04152,38.87322,-77.04464,                    W,1267200,4326,1310419279,GWPKWY-NW,PM,15
40223,8941940,1310416331, , ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.1327311,1, ,               George Washington Memorial Parkway,38.87227,-77.04312,38.87322,-77.04464,                    W,1449632,4326,1310416331,GWPKWY-NW,PM,16
64293,9030179,1310543446,1310419279,1310299591,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.013496182,0, ,               George Washington Memorial Parkway,38.87323,-77.04465,38.87336,-77.04483,                    W,1267200,4326,1310543446,GWPKWY-NW,PM,17
18108,8860708,1310299591,1310543446,1310540143,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.145208234,0, ,               George Washington Memorial Parkway,38.87336,-77.04483,38.87492,-77.04663,                    N,1267200,4326,1310299591,GWPKWY-NW,PM,18
63690,9027923,1310540143,1310299591,1310450108,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.62155139,1, ,               George Washington Memorial Parkway,38.87504,-77.04671,38.88158,-77.0545,                    N,1267200,4326,1310540143,GWPKWY-NW,PM,19
43986,8956584,1310437164, , ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.279617036,1, ,               George Washington Memorial Parkway,38.89198,-77.06394,38.89526,-77.0667,                    N,1470395,4326,1310437164,GWPKWY-NW,PM,20
72722,9060259,1310587796,1310406374,1310233362,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.155243379,0, ,               George Washington Memorial Parkway,38.89526,-77.0667,38.89735,-77.06779,                    N,1267200,4326,1310587796,GWPKWY-NW,PM,21
71019,9054354,1310579108,1310233362,1310413279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.588444733,0, ,               George Washington Memorial Parkway,38.89842,-77.06807,38.90176,-77.0771,                    W,1267200,4326,1310579108,GWPKWY-NW,PM,22
15464,8852161,1310287294,1310476950, ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.33734242,1, ,               George Washington Memorial Parkway,38.89999,-77.07126,38.90176,-77.0771,                    W,1320994,4326,1310287294,GWPKWY-NW,PM,23
39634,8939725,1310413279,1310579108,1310437133,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.230994741,0, ,               George Washington Memorial Parkway,38.90176,-77.0771,38.90216,-77.08134,                    W,1267200,4326,1310413279,GWPKWY-NW,PM,24
43979,8956557,1310437133,1310413279,1310437097,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.507828034,0, ,               George Washington Memorial Parkway,38.90216,-77.08113,38.90353,-77.09033,                    W,1267200,4326,1310437133,GWPKWY-NW,PM,25
43972,8956531,1310437097,1310437133,1310437109,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.508107651,0, ,               George Washington Memorial Parkway,38.90353,-77.09033,38.90774,-77.09801,                    W,1267200,4326,1310437097,GWPKWY-NW,PM,26
43974,8956539,1310437109,1310437097,1310436875,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.667893253,0, ,               George Washington Memorial Parkway,38.90774,-77.09801,38.91536,-77.10542,                    N,1267200,4326,1310437109,GWPKWY-NW,PM,27
43937,8956368,1310436875,1310437109,1310436879,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.376550942,0, ,               George Washington Memorial Parkway,38.91545,-77.10547,38.92032,-77.10856,                    N,1267200,4326,1310436875,GWPKWY-NW,PM,28
43938,8956372,1310436879,1310436875,1310436894,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.490404786,0, ,               George Washington Memorial Parkway,38.9202,-77.10843,38.92538,-77.11465,                    N,1267200,4326,1310436879,GWPKWY-NW,PM,29
43940,8956382,1310436894,1310436879,1310436851,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.741096993,0, ,               George Washington Memorial Parkway,38.92538,-77.11465,38.93253,-77.12483,                    W,1267200,4326,1310436894,GWPKWY-NW,PM,30
43933,8956348,1310436851,1310436894,1310436865,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.273291478,0, ,               George Washington Memorial Parkway,38.93246,-77.12468,38.93379,-77.12943,                    W,1267200,4326,1310436851,GWPKWY-NW,PM,31
43935,8956360,1310436865,1310436851,1310304099,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.50842455,0, ,               George Washington Memorial Parkway,38.93379,-77.12943,38.93863,-77.13358,                    N,1267200,4326,1310436865,GWPKWY-NW,PM,32
19060,8863839,1310304099,1310436865,1310329441,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.143449753,0, ,               George Washington Memorial Parkway,38.93868,-77.13356,38.94071,-77.13362,                    N,1267200,4326,1310304099,GWPKWY-NW,PM,33
25644,8887146,1310336714,1310286865, ,0, , , ,        United States of America,         Virginia,          Fairfax,           McLean,0.155933101,1, ,               George Washington Memorial Parkway,38.93886,-77.13234,38.94071,-77.13362,                    N,1370264,4326,1310336714,GWPKWY-NW,PM,34
24335,8882312,1310329441,1310304099,1310329402,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.539176211,0, ,               George Washington Memorial Parkway,38.94071,-77.13362,38.94785,-77.13702,                    N,1267200,4326,1310329441,GWPKWY-NW,PM,35
24329,8882287,1310329402,1310329441,1310329419,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.539312912,0, ,               George Washington Memorial Parkway,38.94785,-77.13702,38.95519,-77.13956,                    N,1267200,4326,1310329402,GWPKWY-NW,PM,36
24332,8882299,1310329419,1310329402,1310329379,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.305733268,0, ,               George Washington Memorial Parkway,38.95519,-77.13956,38.95826,-77.14365,                    W,1267200,4326,1310329419,GWPKWY-NW,PM,37
24325,8882269,1310329379,1310329419,1310329392,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.584443102,1, ,               George Washington Memorial Parkway,38.95826,-77.14365,38.96196,-77.15327,                    W,1267200,4326,1310329379,GWPKWY-NW,PM,38
24328,8882280,1310329392,1310329379,1310329550,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.737331484,0, ,               George Washington Memorial Parkway,38.96192,-77.15309,38.96407,-77.16598,                    W,1267200,4326,1310329392,GWPKWY-NW,PM,39
24353,8882377,1310329550,1310329392,1310588161,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.53910786,0, ,               George Washington Memorial Parkway,38.96407,-77.16598,38.96422,-77.17589,                    W,1267200,4326,1310329550,GWPKWY-NW,PM,40
59932,9014500,1310520376,1310365779,1310520339,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.525829158,0, ,               George Washington Memorial Parkway,38.96408,-77.17578,38.96385,-77.16611,                    E,1297598,4326,1310520376,GWPKWY-SE,PM,1
59920,9014471,1310520339,1310520376,1310520352,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.523679213,0, ,               George Washington Memorial Parkway,38.96385,-77.16611,38.96302,-77.1568,                    E,1297598,4326,1310520339,GWPKWY-SE,PM,2
30897,8906583,1310365779,1310365792,1310520376,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.150694941,0, ,               George Washington Memorial Parkway,38.96346,-77.17846,38.96408,-77.17578,                    E,1399231,4326,1310365779,GWPKWY-SE,PM,3
59925,9014482,1310520352,1310520339,1310520115,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.633084039,0, ,               George Washington Memorial Parkway,38.96302,-77.1568,38.95956,-77.14597,                    E,1297598,4326,1310520352,GWPKWY-SE,PM,4
59869,9014300,1310520115,1310520352,1310520126,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.342568152,0, ,               George Washington Memorial Parkway,38.95956,-77.14597,38.95628,-77.14121,                    E,1297598,4326,1310520115,GWPKWY-SE,PM,5
59873,9014309,1310520126,1310520115,1310520089,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.602810834,0, ,               George Washington Memorial Parkway,38.95623,-77.14115,38.94835,-77.13742,                    S,1297598,4326,1310520126,GWPKWY-SE,PM,6
59863,9014281,1310520089,1310520126,1310323648,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.526363537,0, ,               George Washington Memorial Parkway,38.94834,-77.13742,38.94134,-77.13431,                    S,1297598,4326,1310520089,GWPKWY-SE,PM,7
23157,8878094,1310323648,1310520089,1310389567,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.150744651,0, ,               George Washington Memorial Parkway,38.94134,-77.13431,38.93931,-77.13351,                    S,1297598,4326,1310323648,GWPKWY-SE,PM,8
35289,8923029,1310389567,1310323648,1310263844,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.014894267,0, ,               George Washington Memorial Parkway,38.93931,-77.13351,38.93909,-77.13356,                    S,1297598,4326,1310389567,GWPKWY-SE,PM,9
10269,8835680,1310263844,1310389567,1310400660,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.234418496,0, ,               George Washington Memorial Parkway,38.93909,-77.13356,38.93581,-77.13428,                    S,1297598,4326,1310263844,GWPKWY-SE,PM,10
37307,8930809,1310400660,1310263844,1310400673,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.65017796,0, ,               George Washington Memorial Parkway,38.93581,-77.13428,38.93197,-77.1239,                    E,1297598,4326,1310400660,GWPKWY-SE,PM,11
37308,8930819,1310400673,1310400660,1310400637,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651321283,0, ,               George Washington Memorial Parkway,38.93198,-77.12391,38.92562,-77.11502,                    E,1297598,4326,1310400673,GWPKWY-SE,PM,12
37302,8930790,1310400637,1310400673,1310400645,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.649264545,0, ,               George Washington Memorial Parkway,38.92562,-77.11502,38.9185,-77.10725,                    S,1297598,4326,1310400637,GWPKWY-SE,PM,13
37304,8930797,1310400645,1310400637,1310400407,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651694106,0, ,               George Washington Memorial Parkway,38.9185,-77.10725,38.91034,-77.10152,                    S,1297598,4326,1310400645,GWPKWY-SE,PM,14
37264,8930619,1310400407,1310400645,1310400420,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651812167,0, ,               George Washington Memorial Parkway,38.91034,-77.10152,38.90419,-77.09238,                    E,1297598,4326,1310400407,GWPKWY-SE,PM,15
37267,8930627,1310400420,1310400407,1310296360,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651346138,0, ,               George Washington Memorial Parkway,38.90419,-77.09238,38.90135,-77.08095,                    E,1297598,4326,1310400420,GWPKWY-SE,PM,16
17478,8858520,1310296360,1310400420,1310342430,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.55126188,0, ,               George Washington Memorial Parkway,38.90134,-77.08116,38.90075,-77.07113,                    E,1297598,4326,1310296360,GWPKWY-SE,PM,17
26669,8890893,1310342430,1310296360,1310453752,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.463306788,0, ,               George Washington Memorial Parkway,38.90075,-77.07113,38.89538,-77.06691,                    S,1297598,4326,1310342430,GWPKWY-SE,PM,18
46959,8968286,1310453752,1310342430,1310505083,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.607141792,0, ,               George Washington Memorial Parkway,38.89538,-77.06691,38.88702,-77.06355,                    S,1297598,4326,1310453752,GWPKWY-SE,PM,19
57010,9003925,1310505083,1310453752,1310542021,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.195762994,0, ,               George Washington Memorial Parkway,38.88693,-77.06347,38.88447,-77.06168,                    S,1297598,4326,1310505083,GWPKWY-SE,PM,20
64006,9029146,1310542021,1310505083,1310574748,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.210166378,0, ,               George Washington Memorial Parkway,38.88447,-77.06168,38.88168,-77.06013,                    S,1297598,4326,1310542021,GWPKWY-SE,PM,21
70233,9051485,1310574748,1310542021,1310433484,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.427410174,0, ,               George Washington Memorial Parkway,38.88168,-77.06013,38.88054,-77.05285,                    E,1297598,4326,1310574748,GWPKWY-SE,PM,22
47467,8970143,1310456468,1310423916,1310489647,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.124827259,0, ,               George Washington Memorial Parkway,38.87461,-77.04645,38.87326,-77.04492,                    S,1297598,4326,1310456468,GWPKWY-SE,PM,23
53785,8993036,1310489647,1310456468,1310299624,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.129624244,0, ,               George Washington Memorial Parkway,38.87326,-77.04492,38.87195,-77.04319,                    E,1297598,4326,1310489647,GWPKWY-SE,PM,24
18112,8860732,1310299624,1310489647,1310292897,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.123354609,0, ,               George Washington Memorial Parkway,38.87195,-77.04319,38.87067,-77.04159,                    S,1297598,4326,1310299624,GWPKWY-SE,PM,25
16767,8856140,1310292897,1310299624,1310584525,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.766138252,0, ,               George Washington Memorial Parkway,38.87066,-77.04158,38.86119,-77.04538,                    S,1297598,4326,1310292897,GWPKWY-SE,PM,26
72095,9058105,1310584525,1310292897,1310264486,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.831444365,0, ,               George Washington Memorial Parkway,38.86119,-77.04538,38.84944,-77.0481,                    S,1297598,4326,1310584525,GWPKWY-SE,PM,27
10415,8836116,1310264486,1310584525,1310368688,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.358437972,0, ,               George Washington Memorial Parkway,38.84944,-77.0481,38.84434,-77.04919,                    S,1297598,4326,1310264486,GWPKWY-SE,PM,28
31461,8908601,1310368688,1310264486,1310368651,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.507504921,0, ,               George Washington Memorial Parkway,38.84434,-77.04919,38.83752,-77.04593,                    S,1297598,4326,1310368688,GWPKWY-SE,PM,29
31451,8908575,1310368651,1310368688,1310383847,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.512258411,0, ,               George Washington Memorial Parkway,38.83752,-77.04593,38.83035,-77.04392,                    S,1297598,4326,1310368651,GWPKWY-SE,PM,30
34178,8919174,1310383847,1310368651,1310227256,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.420270619,0, ,               George Washington Memorial Parkway,38.83034,-77.04392,38.82429,-77.0436,                    S,1261106,4326,1310383847,GWPKWY-SE,PM,31
27606,8894371,1310347752, , ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.19219011,0, ,               George Washington Memorial Parkway,38.82446,-77.04358,38.82169,-77.04393,                    S,1381263,4326,1310347752,GWPKWY-SE,PM,32
2404,8810746,1310227256,1310383847,1310227266,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.177531963,0, ,               George Washington Memorial Parkway,38.82427,-77.0436,38.82171,-77.04393,                    S,1261106,4326,1310227256,GWPKWY-SE,PM,33
2407,8810753,1310227266,1310227256,1310351704,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.218362264,0, ,               George Washington Memorial Parkway,38.82169,-77.04393,38.81855,-77.04432,                    S,1261106,4326,1310227266,GWPKWY-SE,PM,34
28300,8896934,1310351704,1310227266,1310282497,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.200920375,0, ,               George Washington Memorial Parkway,38.81855,-77.04432,38.81566,-77.04477,                    S,1261106,4326,1310351704,GWPKWY-SE,PM,35
57265,9004942,1310506516,1310237191,1310582972,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.01155129,0, ,               George Washington Memorial Parkway,38.7118,-77.08644,38.71167,-77.08658,                    S,1539552,4326,1310506516,GWPKWY-SE,PM,36
4549,8817489,1310237249,1310599681,1310583976,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.054512895,0, ,"               VA 235,George Washington Memorial Parkway",38.71145,-77.08759,38.71104,-77.08674,                    E,1271076,4326,1310237249,GWPKWY-SE,PM,37
71996,9057735,1310583976,1310237249,1310547831,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.115009594,0, ,               George Washington Memorial Parkway,38.71104,-77.08674,38.71161,-77.08566,                    E,1616777,4326,1310583976,GWPKWY-SE,PM,38
59932,9014500,1310520376,1310365779,1310520339,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.525829158,0, ,               George Washington Memorial Parkway,38.96408,-77.17578,38.96385,-77.16611,                    E,1297598,4326,1310520376,GWPKWY-SE,AM,1
59920,9014471,1310520339,1310520376,1310520352,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.523679213,0, ,               George Washington Memorial Parkway,38.96385,-77.16611,38.96302,-77.1568,                    E,1297598,4326,1310520339,GWPKWY-SE,AM,2
30897,8906583,1310365779,1310365792,1310520376,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.150694941,0, ,               George Washington Memorial Parkway,38.96346,-77.17846,38.96408,-77.17578,                    E,1399231,4326,1310365779,GWPKWY-SE,AM,3
59925,9014482,1310520352,1310520339,1310520115,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.633084039,0, ,               George Washington Memorial Parkway,38.96302,-77.1568,38.95956,-77.14597,                    E,1297598,4326,1310520352,GWPKWY-SE,AM,4
59869,9014300,1310520115,1310520352,1310520126,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.342568152,0, ,               George Washington Memorial Parkway,38.95956,-77.14597,38.95628,-77.14121,                    E,1297598,4326,1310520115,GWPKWY-SE,AM,5
59873,9014309,1310520126,1310520115,1310520089,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.602810834,0, ,               George Washington Memorial Parkway,38.95623,-77.14115,38.94835,-77.13742,                    S,1297598,4326,1310520126,GWPKWY-SE,AM,6
59863,9014281,1310520089,1310520126,1310323648,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.526363537,0, ,               George Washington Memorial Parkway,38.94834,-77.13742,38.94134,-77.13431,                    S,1297598,4326,1310520089,GWPKWY-SE,AM,7
23157,8878094,1310323648,1310520089,1310389567,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.150744651,0, ,               George Washington Memorial Parkway,38.94134,-77.13431,38.93931,-77.13351,                    S,1297598,4326,1310323648,GWPKWY-SE,AM,8
35289,8923029,1310389567,1310323648,1310263844,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.014894267,0, ,               George Washington Memorial Parkway,38.93931,-77.13351,38.93909,-77.13356,                    S,1297598,4326,1310389567,GWPKWY-SE,AM,9
10269,8835680,1310263844,1310389567,1310400660,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.234418496,0, ,               George Washington Memorial Parkway,38.93909,-77.13356,38.93581,-77.13428,                    S,1297598,4326,1310263844,GWPKWY-SE,AM,10
37307,8930809,1310400660,1310263844,1310400673,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.65017796,0, ,               George Washington Memorial Parkway,38.93581,-77.13428,38.93197,-77.1239,                    E,1297598,4326,1310400660,GWPKWY-SE,AM,11
37308,8930819,1310400673,1310400660,1310400637,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651321283,0, ,               George Washington Memorial Parkway,38.93198,-77.12391,38.92562,-77.11502,                    E,1297598,4326,1310400673,GWPKWY-SE,AM,12
37302,8930790,1310400637,1310400673,1310400645,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.649264545,0, ,               George Washington Memorial Parkway,38.92562,-77.11502,38.9185,-77.10725,                    S,1297598,4326,1310400637,GWPKWY-SE,AM,13
37304,8930797,1310400645,1310400637,1310400407,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651694106,0, ,               George Washington Memorial Parkway,38.9185,-77.10725,38.91034,-77.10152,                    S,1297598,4326,1310400645,GWPKWY-SE,AM,14
37264,8930619,1310400407,1310400645,1310400420,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651812167,0, ,               George Washington Memorial Parkway,38.91034,-77.10152,38.90419,-77.09238,                    E,1297598,4326,1310400407,GWPKWY-SE,AM,15
37267,8930627,1310400420,1310400407,1310296360,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.651346138,0, ,               George Washington Memorial Parkway,38.90419,-77.09238,38.90135,-77.08095,                    E,1297598,4326,1310400420,GWPKWY-SE,AM,16
17478,8858520,1310296360,1310400420,1310342430,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.55126188,0, ,               George Washington Memorial Parkway,38.90134,-77.08116,38.90075,-77.07113,                    E,1297598,4326,1310296360,GWPKWY-SE,AM,17
26669,8890893,1310342430,1310296360,1310453752,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.463306788,0, ,               George Washington Memorial Parkway,38.90075,-77.07113,38.89538,-77.06691,                    S,1297598,4326,1310342430,GWPKWY-SE,AM,18
46959,8968286,1310453752,1310342430,1310505083,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.607141792,0, ,               George Washington Memorial Parkway,38.89538,-77.06691,38.88702,-77.06355,                    S,1297598,4326,1310453752,GWPKWY-SE,AM,19
57010,9003925,1310505083,1310453752,1310542021,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.195762994,0, ,               George Washington Memorial Parkway,38.88693,-77.06347,38.88447,-77.06168,                    S,1297598,4326,1310505083,GWPKWY-SE,AM,20
64006,9029146,1310542021,1310505083,1310574748,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.210166378,0, ,               George Washington Memorial Parkway,38.88447,-77.06168,38.88168,-77.06013,                    S,1297598,4326,1310542021,GWPKWY-SE,AM,21
70233,9051485,1310574748,1310542021,1310433484,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.427410174,0, ,               George Washington Memorial Parkway,38.88168,-77.06013,38.88054,-77.05285,                    E,1297598,4326,1310574748,GWPKWY-SE,AM,22
47467,8970143,1310456468,1310423916,1310489647,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.124827259,0, ,               George Washington Memorial Parkway,38.87461,-77.04645,38.87326,-77.04492,                    S,1297598,4326,1310456468,GWPKWY-SE,AM,23
53785,8993036,1310489647,1310456468,1310299624,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.129624244,0, ,               George Washington Memorial Parkway,38.87326,-77.04492,38.87195,-77.04319,                    E,1297598,4326,1310489647,GWPKWY-SE,AM,24
18112,8860732,1310299624,1310489647,1310292897,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.123354609,0, ,               George Washington Memorial Parkway,38.87195,-77.04319,38.87067,-77.04159,                    S,1297598,4326,1310299624,GWPKWY-SE,AM,25
16767,8856140,1310292897,1310299624,1310584525,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.766138252,0, ,               George Washington Memorial Parkway,38.87066,-77.04158,38.86119,-77.04538,                    S,1297598,4326,1310292897,GWPKWY-SE,AM,26
72095,9058105,1310584525,1310292897,1310264486,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.831444365,0, ,               George Washington Memorial Parkway,38.86119,-77.04538,38.84944,-77.0481,                    S,1297598,4326,1310584525,GWPKWY-SE,AM,27
10415,8836116,1310264486,1310584525,1310368688,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.358437972,0, ,               George Washington Memorial Parkway,38.84944,-77.0481,38.84434,-77.04919,                    S,1297598,4326,1310264486,GWPKWY-SE,AM,28
31461,8908601,1310368688,1310264486,1310368651,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.507504921,0, ,               George Washington Memorial Parkway,38.84434,-77.04919,38.83752,-77.04593,                    S,1297598,4326,1310368688,GWPKWY-SE,AM,29
31451,8908575,1310368651,1310368688,1310383847,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.512258411,0, ,               George Washington Memorial Parkway,38.83752,-77.04593,38.83035,-77.04392,                    S,1297598,4326,1310368651,GWPKWY-SE,AM,30
34178,8919174,1310383847,1310368651,1310227256,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.420270619,0, ,               George Washington Memorial Parkway,38.83034,-77.04392,38.82429,-77.0436,                    S,1261106,4326,1310383847,GWPKWY-SE,AM,31
27606,8894371,1310347752, , ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.19219011,0, ,               George Washington Memorial Parkway,38.82446,-77.04358,38.82169,-77.04393,                    S,1381263,4326,1310347752,GWPKWY-SE,AM,32
