FID,OID_1,XDSegID,PreviousXD,NextXDSegI,FRC,RoadNumber,RoadName,LinearID,Country,State,County,District,Miles,SlipRoad,SpecialRoa,RoadList,StartLat,StartLong,EndLat,EndLong,Bearing,XDGroup,ShapeSRID,XDSegID_nu,Corridor,Period,order
35598,8924199,1310391046,1310589450,1310359591,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.803762278,0, ,               I 66,38.89334,-77.10083,38.88836,-77.11367,                    W,1256498,4326,1310391046,I-66-W,PM,9
29724,8902283,1310359591,1310391046,1310272515,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.833824216,0, ,               I 66,38.88836,-77.11367,38.88052,-77.12491,                    W,1256498,4326,1310359591,I-66-W,PM,10
65112,9033339,1310548232,1310403029,1310599570,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.667240813,0, ,               I 66,38.88103,-77.12338,38.88787,-77.11498,                    N,1273092,4326,1310548232,I-66-W,PM,11
12178,8841609,1310272515,1310359591,1310272528,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.485943341,0, ,               I 66,38.88052,-77.12491,38.87945,-77.13371,                    W,1256498,4326,1310272515,I-66-W,PM,12
12181,8841620,1310272528,1310272515,1310272310,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.487360067,0, ,               I 66,38.87945,-77.13371,38.88125,-77.14234,                    W,1256498,4326,1310272528,I-66-W,PM,13
12137,8841469,1310272310,1310272528,1310391296,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.487229579,0, ,               I 66,38.88125,-77.14234,38.8841,-77.15062,                    W,1256498,4326,1310272310,I-66-W,PM,14
35643,8924387,1310391296,1310272310,1310391309,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.500601487,0, ,               I 66,38.8841,-77.15062,38.88701,-77.15914,                    W,1256498,4326,1310391296,I-66-W,PM,15
35645,8924397,1310391309,1310391296, ,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.494959437,0, ,               I 66,38.88701,-77.15914,38.89173,-77.16596,                    W,1256498,4326,1310391309,I-66-W,PM,16
5776,8821394,1310242879,1310602074,1310242888,0,66,      I 66, ,        United States of America,         Virginia,          Arlington,           Arlington,0.629635429,0, ,               I 66,38.89173,-77.16596,38.89725,-77.17508,                    W,1256498,4326,1310242879,I-66-W,PM,17
5778,8821401,1310242888,1310242879,1310273179,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           McLean,0.62784588,0, ,               I 66,38.89725,-77.17508,38.90094,-77.18575,                    W,1256498,4326,1310242888,I-66-W,PM,18
12313,8842111,1310273179,1310242888,1310310341,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.426173646,0, ,               I 66,38.90094,-77.18575,38.90082,-77.19348,                    W,1256498,4326,1310273179,I-66-W,PM,19
20322,8868238,1310310341,1310273179,1310434604,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.212782351,0, ,               I 66,38.90082,-77.19348,38.89916,-77.19679,                    W,1256498,4326,1310310341,I-66-W,PM,20
43566,8954811,1310434604,1310310341,1310476018,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.028359381,0, ,               I 66,38.89908,-77.19692,38.89883,-77.19735,                    W,1256498,4326,1310434604,I-66-W,PM,21
51005,8983655,1310476018,1310434604,1310390082,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.245988427,0, ,               I 66,38.8988,-77.19739,38.89668,-77.20106,                    W,1256498,4326,1310476018,I-66-W,PM,22
35404,8923450,1310390082,1310476018,1310388956,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.80811809,0, ,               I 66,38.89668,-77.20106,38.88973,-77.21315,                    W,1256498,4326,1310390082,I-66-W,PM,23
35156,8922597,1310388956,1310390082,1310303619,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.270899199,0, ,               I 66,38.88973,-77.21315,38.88787,-77.21756,                    W,1256498,4326,1310388956,I-66-W,PM,24
18973,8863497,1310303619,1310388956,1310230148,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Idylwood,0.24428587,0, ,               I 66,38.88787,-77.21756,38.8863,-77.22163,                    W,1256498,4326,1310303619,I-66-W,PM,25
3016,8812657,1310230148,1310303619,1310516321,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.234437137,0, ,               I 66,38.8863,-77.22163,38.88471,-77.22548,                    W,1256498,4326,1310230148,I-66-W,PM,26
59144,9011604,1310516321,1310230148,1310290558,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.19696224,0, ,               I 66,38.88471,-77.22548,38.88335,-77.2287,                    W,1256498,4326,1310516321,I-66-W,PM,27
16213,8854483,1310290558,1310516321,1310290543,0,66,      I 66, ,        United States of America,         Virginia,          Fairfax,           Dunn Loring,0.444354967,0, ,               I 66,38.88333,-77.22878,38.88093,-77.23644,                    W,1256498,4326,1310290558,I-66-W,PM,28
48239,8972989,1310460437,1310362085,1310271520,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           Wolf Trap,0.720821651,0, ,               VA 267,38.93349,-77.25102,38.93414,-77.26387,                    W,1259468,4326,1310460437,VA-267-N,PM,1
30218,8904021,1310362085,1310253047,1310460437,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           Wolf Trap,0.202815557,0, ,               VA 267,38.93434,-77.24738,38.93349,-77.25099,                    W,1259468,4326,1310362085,VA-267-N,PM,2
7914,8828223,1310253047,1310253260,1310362085,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax, ,0.306559691,0, ,               VA 267,38.93519,-77.24181,38.93434,-77.24738,                    W,1259468,4326,1310253047,VA-267-N,PM,3
7953,8828362,1310253260,1310271551,1310253047,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax, ,0.095181639,0, ,               VA 267,38.93515,-77.24004,38.93519,-77.24181,                    W,1259468,4326,1310253260,VA-267-N,PM,4
11954,8840953,1310271551,1310538951,1310253260,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.690784568,0, ,               VA 267,38.93455,-77.22734,38.93508,-77.24005,                    W,1259468,4326,1310271551,VA-267-N,PM,5
63463,9027140,1310538951,1310568865,1310271551,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.190661537,0, ,               VA 267,38.93487,-77.22381,38.93455,-77.22734,                    W,1259468,4326,1310538951,VA-267-N,PM,6
69134,9047454,1310568865,1310271543,1310538951,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.274186252,0, ,               VA 267,38.93442,-77.21876,38.93487,-77.22381,                    W,1259468,4326,1310568865,VA-267-N,PM,7
11950,8840947,1310271543,1310574773,1310568865,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.175891543,0, ,               VA 267,38.93395,-77.21555,38.93442,-77.21876,                    W,1259468,4326,1310271543,VA-267-N,PM,8
70236,9051501,1310574773,1310225615,1310271543,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.097524209,0, ,               VA 267,38.93367,-77.21377,38.93395,-77.21555,                    W,1259468,4326,1310574773,VA-267-N,PM,9
2055,8809643,1310225615,1310601534,1310574773,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.372922135,0, ,               VA 267,38.93172,-77.20745,38.93367,-77.21377,                    W,1259468,4326,1310225615,VA-267-N,PM,10
75683,9069890,1310601534,1310303844,1310225615,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.075645729,0, ,               VA 267,38.93095,-77.20645,38.93172,-77.20745,                    W,1259468,4326,1310601534,VA-267-N,PM,11
19010,8863640,1310303844,1310271576,1310601534,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.200497843,0, ,               VA 267,38.92925,-77.20347,38.93095,-77.20645,                    W,1259468,4326,1310303844,VA-267-N,PM,12
11960,8840970,1310271576,1310271564,1310303844,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.189605206,0, ,               VA 267,38.92793,-77.20039,38.92925,-77.20347,                    W,1259468,4326,1310271576,VA-267-N,PM,13
11956,8840963,1310271564,1310573747,1310271576,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.261323869,0, ,               VA 267,38.92508,-77.19728,38.92793,-77.20039,                    N,1259468,4326,1310271564,VA-267-N,PM,14
70041,9050767,1310573747,1310573759,1310271564,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           Pimmit Hills,0.540710998,0, ,"               VA 267,SR 267,VA 267,Dulles Access Road",38.91809,-77.19276,38.92508,-77.19728,                    N,1259468,4326,1310573747,VA-267-N,PM,15
70054,9050817,1310573824,1310271598,1310573759,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.543364253,0, ,               VA 267,38.90379,-77.1879,38.91154,-77.18723,                    N,1259468,4326,1310573824,VA-267-N,PM,16
70044,9050777,1310573759,1310573824,1310573747,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           Pimmit Hills,0.543264833,0, ,"               VA 267,SR 267,VA 267",38.91154,-77.18723,38.91809,-77.19276,                    N,1259468,4326,1310573759,VA-267-N,PM,17
11965,8840987,1310271598, ,1310573824,0,267,      VA 267, ,        United States of America,         Virginia,          Fairfax,           McLean,0.239314901,1, ,"               I 66,VA 267",38.90094,-77.18575,38.90379,-77.1879,                    N,1305336,4326,1310271598,VA-267-N,PM,18
50180,8980472,1310471232, ,1310516599,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           McLean,0.352534946,0, ,"               I 495,495 Express Lanes",38.94182,-77.20511,38.93711,-77.20762,                    S,1252439,4326,1310471232,495-EXPRS-S,PM,1
59196,9011805,1310516599,1310471232,1310471195,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           McLean,0.36884594,0, ,               495 Express Lanes,38.93711,-77.20762,38.93249,-77.21098,                    S,1252439,4326,1310516599,495-EXPRS-S,PM,2
50173,8980456,1310471195,1310516599,1310471208,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.471154706,0,              HOV,               495 Express Lanes,38.93264,-77.2109,38.92635,-77.21418,                    S,1252439,4326,1310471195,495-EXPRS-S,PM,3
50174,8980461,1310471208,1310471195,1310470969,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.052611499,0,              HOV,               495 Express Lanes,38.92635,-77.21418,38.92561,-77.21444,                    S,1252439,4326,1310471208,495-EXPRS-S,PM,4
50132,8980308,1310470969,1310471208,1310470980,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.1263869,0,              HOV,               495 Express Lanes,38.92561,-77.21444,38.92393,-77.21535,                    S,1252439,4326,1310470969,495-EXPRS-S,PM,5
50135,8980317,1310470980,1310470969,1310246536,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax, ,0.52975001,0,              HOV,               495 Express Lanes,38.92393,-77.21535,38.91652,-77.21767,                    S,1252439,4326,1310470980,495-EXPRS-S,PM,6
50129,8980293,1310470946,1310246536,1310218556,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Dunn Loring,0.861636791,0,              HOV,               495 Express Lanes,38.90347,-77.21636,38.89146,-77.21729,                    S,1252439,4326,1310470946,495-EXPRS-S,PM,7
467,8804717,1310218556,1310470946,1310358213,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Dunn Loring,0.497246083,0,              HOV,               495 Express Lanes,38.89146,-77.21729,38.88541,-77.22208,                    S,1252439,4326,1310218556,495-EXPRS-S,PM,8
29476,8901347,1310358213,1310218556,1310470958,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.86813012,0,              HOV,               495 Express Lanes,38.88537,-77.22191,38.87296,-77.22033,                    S,1252439,4326,1310358213,495-EXPRS-S,PM,9
50131,8980301,1310470958,1310358213,1310470917,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Merrifield,0.529551171,0,              HOV,               495 Express Lanes,38.87296,-77.22033,38.86529,-77.22023,                    S,1252439,4326,1310470958,495-EXPRS-S,PM,10
50124,8980272,1310470917,1310470958,1310470929,0,495,      495 Express Lanes, ,        United States of America,         Virginia,          Fairfax,           Annandale,0.541382078,0,              HOV,               495 Express Lanes,38.86546,-77.22023,38.85763,-77.22016,                    S,1252439,4326,1310470917,495-EXPRS-S,PM,11
3702,8814812,1310233362,1310587796,1310579108,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.075900491,0, ,               George Washington Memorial Parkway,38.89735,-77.06779,38.89842,-77.06807,                    N,1267200,4326,1310233362,GWPKWY-NW,AM,1
9717,8834043,1310261341,1310441795,1310584511,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.406867643,0, ,               George Washington Memorial Parkway,38.84865,-77.0482,38.85444,-77.04683,                    N,1267200,4326,1310261341,GWPKWY-NW,AM,2
76768,9073374,1310606667,1310582972,1310507160,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.023984928,0, ,               George Washington Memorial Parkway,38.71139,-77.08717,38.71145,-77.08759,                    W,1615775,4326,1310606667,GWPKWY-NW,AM,3
13927,8847201,1310280225, , ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.049150461,0, ,               George Washington Memorial Parkway,38.71166,-77.0857,38.71173,-77.0865,                    W,1313947,4326,1310280225,GWPKWY-NW,AM,4
71798,9057058,1310582972,1310506516,1310606667,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.036393711,0, ,               George Washington Memorial Parkway,38.71167,-77.08658,38.71143,-77.08716,                    W,1615775,4326,1310582972,GWPKWY-NW,AM,5
76991,9073983,1310607513,1310282462,1310339348,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.192674779,0, ,               George Washington Memorial Parkway,38.81576,-77.04461,38.81853,-77.04421,                    N,1261927,4326,1310607513,GWPKWY-NW,AM,6
26046,8888701,1310339348,1310607513,1310300728,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.22004618,0, ,               George Washington Memorial Parkway,38.81853,-77.04421,38.8217,-77.0438,                    N,1261927,4326,1310339348,GWPKWY-NW,AM,7
18364,8861468,1310300728,1310339348,1310414930,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.189499572,0, ,               George Washington Memorial Parkway,38.82172,-77.0438,38.82445,-77.04346,                    N,1261927,4326,1310300728,GWPKWY-NW,AM,8
39954,8940982,1310414930,1310300728,1310441756,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.408874672,0, ,               George Washington Memorial Parkway,38.82457,-77.04344,38.83045,-77.04334,                    N,1261927,4326,1310414930,GWPKWY-NW,AM,9
44758,8959711,1310441756,1310414930,1310441795,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.656578084,0, ,               George Washington Memorial Parkway,38.83046,-77.04335,38.83945,-77.04678,                    N,1267200,4326,1310441756,GWPKWY-NW,AM,10
44766,8959742,1310441795,1310441756,1310261341,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.666165841,0, ,               George Washington Memorial Parkway,38.83945,-77.04678,38.84865,-77.0482,                    N,1267200,4326,1310441795,GWPKWY-NW,AM,11
72093,9058096,1310584511,1310261341,1310574832,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.474851865,0, ,               George Washington Memorial Parkway,38.85444,-77.04683,38.8611,-77.04524,                    N,1267200,4326,1310584511,GWPKWY-NW,AM,12
19922,8866884,1310308428,1310566914, ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.076975463,1, ,               George Washington Memorial Parkway,38.86005,-77.04568,38.8611,-77.04524,                    N,1342069,4326,1310308428,GWPKWY-NW,AM,13
70246,9051539,1310574832,1310584511,1310419279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.785630667,0, ,               George Washington Memorial Parkway,38.8611,-77.04524,38.87082,-77.04152,                    N,1267200,4326,1310574832,GWPKWY-NW,AM,14
40791,8944030,1310419279,1310574832,1310543446,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.236462807,0, ,               George Washington Memorial Parkway,38.87082,-77.04152,38.87322,-77.04464,                    W,1267200,4326,1310419279,GWPKWY-NW,AM,15
40223,8941940,1310416331, , ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.1327311,1, ,               George Washington Memorial Parkway,38.87227,-77.04312,38.87322,-77.04464,                    W,1449632,4326,1310416331,GWPKWY-NW,AM,16
64293,9030179,1310543446,1310419279,1310299591,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.013496182,0, ,               George Washington Memorial Parkway,38.87323,-77.04465,38.87336,-77.04483,                    W,1267200,4326,1310543446,GWPKWY-NW,AM,17
18108,8860708,1310299591,1310543446,1310540143,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.145208234,0, ,               George Washington Memorial Parkway,38.87336,-77.04483,38.87492,-77.04663,                    N,1267200,4326,1310299591,GWPKWY-NW,AM,18
63690,9027923,1310540143,1310299591,1310450108,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.62155139,1, ,               George Washington Memorial Parkway,38.87504,-77.04671,38.88158,-77.0545,                    N,1267200,4326,1310540143,GWPKWY-NW,AM,19
43986,8956584,1310437164, , ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.279617036,1, ,               George Washington Memorial Parkway,38.89198,-77.06394,38.89526,-77.0667,                    N,1470395,4326,1310437164,GWPKWY-NW,AM,20
72722,9060259,1310587796,1310406374,1310233362,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.155243379,0, ,               George Washington Memorial Parkway,38.89526,-77.0667,38.89735,-77.06779,                    N,1267200,4326,1310587796,GWPKWY-NW,AM,21
71019,9054354,1310579108,1310233362,1310413279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.588444733,0, ,               George Washington Memorial Parkway,38.89842,-77.06807,38.90176,-77.0771,                    W,1267200,4326,1310579108,GWPKWY-NW,AM,22
15464,8852161,1310287294,1310476950, ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.33734242,1, ,               George Washington Memorial Parkway,38.89999,-77.07126,38.90176,-77.0771,                    W,1320994,4326,1310287294,GWPKWY-NW,AM,23
39634,8939725,1310413279,1310579108,1310437133,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.230994741,0, ,               George Washington Memorial Parkway,38.90176,-77.0771,38.90216,-77.08134,                    W,1267200,4326,1310413279,GWPKWY-NW,AM,24
43979,8956557,1310437133,1310413279,1310437097,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.507828034,0, ,               George Washington Memorial Parkway,38.90216,-77.08113,38.90353,-77.09033,                    W,1267200,4326,1310437133,GWPKWY-NW,AM,25
43972,8956531,1310437097,1310437133,1310437109,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.508107651,0, ,               George Washington Memorial Parkway,38.90353,-77.09033,38.90774,-77.09801,                    W,1267200,4326,1310437097,GWPKWY-NW,AM,26
43974,8956539,1310437109,1310437097,1310436875,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.667893253,0, ,               George Washington Memorial Parkway,38.90774,-77.09801,38.91536,-77.10542,                    N,1267200,4326,1310437109,GWPKWY-NW,AM,27
43937,8956368,1310436875,1310437109,1310436879,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.376550942,0, ,               George Washington Memorial Parkway,38.91545,-77.10547,38.92032,-77.10856,                    N,1267200,4326,1310436875,GWPKWY-NW,AM,28
43938,8956372,1310436879,1310436875,1310436894,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.490404786,0, ,               George Washington Memorial Parkway,38.9202,-77.10843,38.92538,-77.11465,                    N,1267200,4326,1310436879,GWPKWY-NW,AM,29
43940,8956382,1310436894,1310436879,1310436851,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.741096993,0, ,               George Washington Memorial Parkway,38.92538,-77.11465,38.93253,-77.12483,                    W,1267200,4326,1310436894,GWPKWY-NW,AM,30
43933,8956348,1310436851,1310436894,1310436865,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.273291478,0, ,               George Washington Memorial Parkway,38.93246,-77.12468,38.93379,-77.12943,                    W,1267200,4326,1310436851,GWPKWY-NW,AM,31
43935,8956360,1310436865,1310436851,1310304099,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.50842455,0, ,               George Washington Memorial Parkway,38.93379,-77.12943,38.93863,-77.13358,                    N,1267200,4326,1310436865,GWPKWY-NW,AM,32
19060,8863839,1310304099,1310436865,1310329441,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.143449753,0, ,               George Washington Memorial Parkway,38.93868,-77.13356,38.94071,-77.13362,                    N,1267200,4326,1310304099,GWPKWY-NW,AM,33
25644,8887146,1310336714,1310286865, ,0, , , ,        United States of America,         Virginia,          Fairfax,           McLean,0.155933101,1, ,               George Washington Memorial Parkway,38.93886,-77.13234,38.94071,-77.13362,                    N,1370264,4326,1310336714,GWPKWY-NW,AM,34
24335,8882312,1310329441,1310304099,1310329402,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.539176211,0, ,               George Washington Memorial Parkway,38.94071,-77.13362,38.94785,-77.13702,                    N,1267200,4326,1310329441,GWPKWY-NW,AM,35
24329,8882287,1310329402,1310329441,1310329419,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.539312912,0, ,               George Washington Memorial Parkway,38.94785,-77.13702,38.95519,-77.13956,                    N,1267200,4326,1310329402,GWPKWY-NW,AM,36
24332,8882299,1310329419,1310329402,1310329379,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.305733268,0, ,               George Washington Memorial Parkway,38.95519,-77.13956,38.95826,-77.14365,                    W,1267200,4326,1310329419,GWPKWY-NW,AM,37
24325,8882269,1310329379,1310329419,1310329392,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.584443102,1, ,               George Washington Memorial Parkway,38.95826,-77.14365,38.96196,-77.15327,                    W,1267200,4326,1310329379,GWPKWY-NW,AM,38
24328,8882280,1310329392,1310329379,1310329550,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.737331484,0, ,               George Washington Memorial Parkway,38.96192,-77.15309,38.96407,-77.16598,                    W,1267200,4326,1310329392,GWPKWY-NW,AM,39
24353,8882377,1310329550,1310329392,1310588161,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.53910786,0, ,               George Washington Memorial Parkway,38.96407,-77.16598,38.96422,-77.17589,                    W,1267200,4326,1310329550,GWPKWY-NW,AM,40
3702,8814812,1310233362,1310587796,1310579108,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.075900491,0, ,               George Washington Memorial Parkway,38.89735,-77.06779,38.89842,-77.06807,                    N,1267200,4326,1310233362,GWPKWY-NW,PM,1
9717,8834043,1310261341,1310441795,1310584511,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.406867643,0, ,               George Washington Memorial Parkway,38.84865,-77.0482,38.85444,-77.04683,                    N,1267200,4326,1310261341,GWPKWY-NW,PM,2
76768,9073374,1310606667,1310582972,1310507160,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.023984928,0, ,               George Washington Memorial Parkway,38.71139,-77.08717,38.71145,-77.08759,                    W,1615775,4326,1310606667,GWPKWY-NW,PM,3
13927,8847201,1310280225, , ,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.049150461,0, ,               George Washington Memorial Parkway,38.71166,-77.0857,38.71173,-77.0865,                    W,1313947,4326,1310280225,GWPKWY-NW,PM,4
71798,9057058,1310582972,1310506516,1310606667,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           Mount Vernon,0.036393711,0, ,               George Washington Memorial Parkway,38.71167,-77.08658,38.71143,-77.08716,                    W,1615775,4326,1310582972,GWPKWY-NW,PM,5
76991,9073983,1310607513,1310282462,1310339348,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.192674779,0, ,               George Washington Memorial Parkway,38.81576,-77.04461,38.81853,-77.04421,                    N,1261927,4326,1310607513,GWPKWY-NW,PM,6
26046,8888701,1310339348,1310607513,1310300728,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.22004618,0, ,               George Washington Memorial Parkway,38.81853,-77.04421,38.8217,-77.0438,                    N,1261927,4326,1310339348,GWPKWY-NW,PM,7
18364,8861468,1310300728,1310339348,1310414930,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.189499572,0, ,               George Washington Memorial Parkway,38.82172,-77.0438,38.82445,-77.04346,                    N,1261927,4326,1310300728,GWPKWY-NW,PM,8
39954,8940982,1310414930,1310300728,1310441756,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.408874672,0, ,               George Washington Memorial Parkway,38.82457,-77.04344,38.83045,-77.04334,                    N,1261927,4326,1310414930,GWPKWY-NW,PM,9
44758,8959711,1310441756,1310414930,1310441795,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.656578084,0, ,               George Washington Memorial Parkway,38.83046,-77.04335,38.83945,-77.04678,                    N,1267200,4326,1310441756,GWPKWY-NW,PM,10
44766,8959742,1310441795,1310441756,1310261341,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.666165841,0, ,               George Washington Memorial Parkway,38.83945,-77.04678,38.84865,-77.0482,                    N,1267200,4326,1310441795,GWPKWY-NW,PM,11
72093,9058096,1310584511,1310261341,1310574832,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.474851865,0, ,               George Washington Memorial Parkway,38.85444,-77.04683,38.8611,-77.04524,                    N,1267200,4326,1310584511,GWPKWY-NW,PM,12
19922,8866884,1310308428,1310566914, ,0, , , ,        United States of America,         Virginia,          Arlington,           Arlington,0.076975463,1, ,               George Washington Memorial Parkway,38.86005,-77.04568,38.8611,-77.04524,                    N,1342069,4326,1310308428,GWPKWY-NW,PM,13
