0017bd3b2df306069ad6c3a151074307,0,2017-03-17T19:29:45.000Z,38.8926,-77.0364,,,,a5a5b7a53fa466eb582133da7e33a3a8,3.0,kph
0017bd3b2df306069ad6c3a151074307,1,2017-03-17T19:29:50.000Z,38.89261,-77.03637,,,,a5a5b7a53fa466eb582133da7e33a3a8,7.0,kph
0017bd3b2df306069ad6c3a151074307,2,2017-03-17T19:29:55.000Z,38.89253,-77.03636,,,,a5a5b7a53fa466eb582133da7e33a3a8,2.0,kph
0017bd3b2df306069ad6c3a151074307,3,2017-03-17T19:30:00.000Z,38.89252,-77.03638,,,,a5a5b7a53fa466eb582133da7e33a3a8,1.0,kph
0017bd3b2df306069ad6c3a151074307,4,2017-03-17T19:30:05.000Z,38.89248,-77.03637,,,,a5a5b7a53fa466eb582133da7e33a3a8,5.0,kph
0017bd3b2df306069ad6c3a151074307,5,2017-03-17T19:30:10.000Z,38.89238,-77.03639,,,,a5a5b7a53fa466eb582133da7e33a3a8,3.0,kph
0017bd3b2df306069ad6c3a151074307,6,2017-03-17T19:30:20.000Z,38.89234,-77.03643,1310430447,,2,a5a5b7a53fa466eb582133da7e33a3a8,6.0,kph
0017bd3b2df306069ad6c3a151074307,7,2017-03-17T19:30:25.000Z,38.8923,-77.03637,,,,a5a5b7a53fa466eb582133da7e33a3a8,2.0,kph
0017bd3b2df306069ad6c3a151074307,8,2017-03-17T19:38:19.000Z,38.8893,-77.039,,,,a5a5b7a53fa466eb582133da7e33a3a8,132.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,0,2017-03-16T15:48:25.000Z,38.7211,-77.1577,,,,0a7c5cda4d056846233a5bc3a4f338ed,31.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,1,2017-03-16T15:50:38.000Z,38.72403,-77.15591,,,,0a7c5cda4d056846233a5bc3a4f338ed,1.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,2,2017-03-16T15:50:43.000Z,38.72403,-77.1559,,,,0a7c5cda4d056846233a5bc3a4f338ed,2.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,3,2017-03-16T15:50:46.000Z,38.72407,-77.15576,,,,0a7c5cda4d056846233a5bc3a4f338ed,17.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,4,2017-03-16T15:51:03.000Z,38.72517,-77.15343,,,,0a7c5cda4d056846233a5bc3a4f338ed,46.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,5,2017-03-16T15:51:04.000Z,38.72523,-77.15331,,,,0a7c5cda4d056846233a5bc3a4f338ed,44.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,6,2017-03-16T15:51:58.000Z,38.7248,-77.15185,,,,0a7c5cda4d056846233a5bc3a4f338ed,8.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,7,2017-03-16T15:52:03.000Z,38.72479,-77.15188,,,,0a7c5cda4d056846233a5bc3a4f338ed,2.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,8,2017-03-16T15:52:08.000Z,38.72474,-77.15203,,,,0a7c5cda4d056846233a5bc3a4f338ed,15.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,9,2017-03-16T15:52:09.000Z,38.72473,-77.15208,,,,0a7c5cda4d056846233a5bc3a4f338ed,15.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,10,2017-03-16T15:52:10.000Z,38.72472,-77.15212,,,,0a7c5cda4d056846233a5bc3a4f338ed,14.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,11,2017-03-16T15:52:58.000Z,38.72482,-77.1521,,,,0a7c5cda4d056846233a5bc3a4f338ed,6.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,12,2017-03-16T15:53:03.000Z,38.72481,-77.15195,,,,0a7c5cda4d056846233a5bc3a4f338ed,3.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,13,2017-03-16T15:53:08.000Z,38.72481,-77.15185,,,,0a7c5cda4d056846233a5bc3a4f338ed,3.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,14,2017-03-16T15:53:13.000Z,38.72482,-77.15174,,,,0a7c5cda4d056846233a5bc3a4f338ed,3.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,15,2017-03-16T15:53:18.000Z,38.72478,-77.15168,,,,0a7c5cda4d056846233a5bc3a4f338ed,5.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,16,2017-03-16T15:53:23.000Z,38.72476,-77.15161,,,,0a7c5cda4d056846233a5bc3a4f338ed,4.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,17,2017-03-16T15:53:28.000Z,38.72477,-77.15155,,,,0a7c5cda4d056846233a5bc3a4f338ed,4.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,18,2017-03-16T15:53:33.000Z,38.72479,-77.1515,,,,0a7c5cda4d056846233a5bc3a4f338ed,2.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,19,2017-03-16T15:53:38.000Z,38.72482,-77.15147,,,,0a7c5cda4d056846233a5bc3a4f338ed,2.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,20,2017-03-16T15:53:43.000Z,38.72481,-77.15147,,,,0a7c5cda4d056846233a5bc3a4f338ed,2.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,21,2017-03-16T15:53:48.000Z,38.72478,-77.15143,,,,0a7c5cda4d056846233a5bc3a4f338ed,3.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,22,2017-03-16T15:53:53.000Z,38.72477,-77.15138,,,,0a7c5cda4d056846233a5bc3a4f338ed,3.0,kph
001ce2ee2cd8d81a3d38612380f3cc54,23,2017-03-16T15:53:54.000Z,38.7247,-77.1513,,,,0a7c5cda4d056846233a5bc3a4f338ed,4.0,kph
002e24f7160857a1b8aca8fc37f65330,0,2017-03-17T23:24:40.077Z,38.602,-77.2775,,,,85a7fc67dc4e5f652f7764d25c535787,NaN,kph
002e24f7160857a1b8aca8fc37f65330,1,2017-03-17T23:27:47.027Z,38.60718841664493,-77.2883833386004,,,,85a7fc67dc4e5f652f7764d25c535787,NaN,kph
