origin,destination,path,zscore,pvalue
"Prince William, NOVA","Capital Hill, DC",US-50-EB-TZ1-2_I-66-EB-TZ3-4,0.9864415587470267,0.32391648000296813
"Prince William, NOVA","Arlington, DC",US-29-NB,1.0072897423246367,0.3137955576928324
"Prince William, NOVA","Arlington, DC",I-66-EB,0.3593202920407323,0.7193554957482009
"Prince William, NOVA","Arlington, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,0.9849747909039335,0.3246364538261366
"Prince William, NOVA","Arlington, DC",US-50-EB,1.6349847883317095,0.10205223650760709
"Prince William, NOVA","Arlington, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,1.0304325621497818,0.3028069942305254
"Prince William, NOVA","Arlington, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,1.0152670958742591,0.30997852473540943
"Prince William, NOVA","Alexandria, DC",I-66-EB,0.646159796302217,0.5181758732829642
"Prince William, NOVA","Alexandria, DC",US-50-EB,2.01007542121565,0.04442320699892566
"Prince William, NOVA","Alexandria, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.8629197515988203,0.38818159014345444
"Prince William, NOVA","Alexandria, DC",US-29-NB,0.48951916577441795,0.6244741891021202
"Prince William, NOVA","Alexandria, DC",I-66-EB-TZ1_US-29-NB-TZ2-3-4,1.0190614600494081,0.3081737894261276
"Prince William, NOVA","Maryland, DC",I-66-EB,0.7378562097455947,0.46060183165988167
"Prince William, NOVA","Maryland, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.5781145644545189,0.5631867746046482
"Prince William, NOVA","Maryland, DC",I-66-EB-TZ1-2_US-50-EB-TZ3-4,2.6009046946964056,0.009297828052625023
"Prince William, NOVA","Maryland, DC",US-29-NB,2.332929996285123,0.019651819732057874
"Prince William, NOVA","Maryland, DC",US-50-EB,1.0398474797619697,0.2984107662708424
"Prince William, NOVA","Maryland, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,4.9025133439761115,9.461818550882128e-07
"Prince William, NOVA","Maryland, DC",I-66-EB-TZ1_US-29-NB-TZ2-3-4,2.3849972831201627,0.01707924748659906
"Prince William, NOVA","Maryland, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,1.6155583751125477,0.10618982962983003
"Prince William, NOVA","Maryland, DC",I-66-WB,0.3327738815575836,0.7393049751496124
"Prince William, NOVA","Maryland, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,1.0172490339031754,0.309034975192676
"Prince William, NOVA","Tysons, DC",I-66-EB,0.021957082901571775,0.9824821901592815
"Prince William, NOVA","Tysons, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.01483281164224522,0.9881655625525827
"Prince William, NOVA","Tysons, DC",US-50-EB,0.9081379153924535,0.363805360588374
"Prince William, NOVA","Tysons, DC",US-29-NB,1.4248931458004064,0.1541880912603777
"Prince William, NOVA","Tysons, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,1.0105567889470368,0.3122286062421167
"Prince William, NOVA","Tysons, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,1.0105567889470368,0.3122286062421167
"Prince William, NOVA","Tysons, DC",I-66-EB-TZ1_US-29-NB-TZ2-3-4,1.0105567889470368,0.3122286062421167
"Prince William, NOVA","Fort Hunt and Belvoir, DC",I-66-EB,0.4855225135229303,0.6273057466456848
"Prince William, NOVA","Fort Hunt and Belvoir, DC",US-29-NB,0.06752763843511236,0.9461616599476097
"Prince William, NOVA","Fort Hunt and Belvoir, DC",US-50-EB,0.10982708086287307,0.9125465135331197
"Prince William, NOVA","Fort Hunt and Belvoir, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,6.663499918314528,2.673816723586242e-11
"Prince William, NOVA","Fort Hunt and Belvoir, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,1.7636309031998114,0.07779414127096129
"Prince William, NOVA","Springfield, DC",US-50-EB,1.4914974120997815,0.13583095014701185
"Prince William, NOVA","Springfield, DC",I-66-EB,1.555164723702939,0.11990684341252811
"Prince William, NOVA","Springfield, DC",US-29-NB,1.510535763521908,0.1309067708864129
"Prince William, NOVA","Springfield, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,1.2915513605532665,0.19651255757729436
"Prince William, NOVA","Springfield, DC",US-29-NB-TZ1-2-3_I-66-EB-TZ4,2.045714026445958,0.04078451490926249
"Prince William, NOVA","Springfield, DC",I-66-EB-TZ1_US-29-NB-TZ2-3-4,1.0228355859261355,0.30638558942269256
"Prince William, NOVA","Springfield, DC",US-50-WB,1.0228355859261355,0.30638558942269256
"Prince William, NOVA","Springfield, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,1.0228355859261355,0.30638558942269256
"Prince William, NOVA","Annandale, DC",I-66-EB,0.7637696842626551,0.44500450573142647
"Prince William, NOVA","Annandale, DC",US-29-NB,1.4833995334901493,0.13796829130711097
"Prince William, NOVA","Annandale, DC",US-50-EB,0.2607602477881414,0.7942774017506007
"Prince William, NOVA","Annandale, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.03427877216493391,0.972654852278557
"Fairfax County, NOVA","Capital Hill, DC",I-66-EB,0.9951779590802847,0.31964971963341116
"Fairfax County, NOVA","Capital Hill, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,1.4443521533181072,0.14863994235057731
"Fairfax County, NOVA","Capital Hill, DC",US-50-EB,0.6496935042609878,0.515890220634992
"Fairfax County, NOVA","Capital Hill, DC",US-29-NB,0.6114877244059896,0.5408767426494543
"Fairfax County, NOVA","Capital Hill, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.9746845990769577,0.32971673468537466
"Fairfax County, NOVA","Capital Hill, DC",I-66-WB,0.3222630992824521,0.747253385643426
"Fairfax County, NOVA","Capital Hill, DC",I-66-EB-TZ1-2_US-50-EB-TZ3-4,1.021309784044095,0.3071076923881213
"Fairfax County, NOVA","Capital Hill, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,0.64763071605948,0.5172238256882187
"Fairfax County, NOVA","Capital Hill, DC",US-29-SB,15.014609658605561,0.0
"Fairfax County, NOVA","Capital Hill, DC",US-50-WB,0.5409586988098558,0.5885360504265487
"Fairfax County, NOVA","Capital Hill, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,1.5817191956313728,0.11371368860656395
"Fairfax County, NOVA","Capital Hill, DC",US-29-NB-TZ1_I-66-EB-TZ2-3-4,2.59057608142597,0.009581543951392657
"Fairfax County, NOVA","Capital Hill, DC",US-50-WB_TZ4-3_I-66-WB-TZ2-1,2.1894303177161025,0.02856557809110316
"Fairfax County, NOVA","Arlington, DC",I-66-EB,0.24309401751686002,0.8079325655665099
"Fairfax County, NOVA","Arlington, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,1.439505716194112,0.15000729158259207
"Fairfax County, NOVA","Arlington, DC",US-50-EB,0.11377741691358098,0.90941424101492
"Fairfax County, NOVA","Arlington, DC",I-66-WB,1.6766810273516783,0.09360487259241324
"Fairfax County, NOVA","Arlington, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,0.03544758519008503,0.9717228410389278
"Fairfax County, NOVA","Arlington, DC",US-29-NB,0.3999738767795493,0.6891757576839974
"Fairfax County, NOVA","Arlington, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,0.03544758519008503,0.9717228410389278
"Fairfax County, NOVA","Arlington, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.6570968461788413,0.5111186466808517
"Fairfax County, NOVA","Arlington, DC",I-66-WB-TZ4-3-2_US-50-WB-TZ1,1.439505716194112,0.15000729158259207
"Fairfax County, NOVA","Arlington, DC",US-50-EB-TZ1_I-66-EB-TZ2-3-4,2.0357755709969725,0.04177289655555683
"Fairfax County, NOVA","Arlington, DC",US-50-WB,0.4076560375718721,0.6835262173203267
"Fairfax County, NOVA","Arlington, DC",US-29-SB-TZ4_I-66-WB-TZ3-2-1,4.77446601841041,1.8018470364644656e-06
"Fairfax County, NOVA","Arlington, DC",US-29-NB-TZ1_I-66-EB-TZ2-3-4,1.3893754344151477,0.16471861627698736
"Fairfax County, NOVA","Arlington, DC",US-29-SB,0.9824350867925415,0.32588554786293233
"Fairfax County, NOVA","Alexandria, DC",US-50-EB,1.5101822731969765,0.13099692067346158
"Fairfax County, NOVA","Alexandria, DC",US-29-NB,1.352093205064237,0.17634550075809385
"Fairfax County, NOVA","Alexandria, DC",I-66-EB,1.1715750713726014,0.2413677014045561
"Fairfax County, NOVA","Alexandria, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.7709795283867955,0.44071906588244225
"Fairfax County, NOVA","Alexandria, DC",US-29-SB-TZ4_I-66-WB-TZ3-2-1,1.0227691127258605,0.3064170251540581
"Fairfax County, NOVA","Alexandria, DC",I-66-WB,0.5385079620091139,0.5902264097949721
"Fairfax County, NOVA","Alexandria, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,0.9777434339611797,0.328201234086513
"Fairfax County, NOVA","Alexandria, DC",US-29-SB,0.9777434339611797,0.328201234086513
"Fairfax County, NOVA","Alexandria, DC",US-50-WB,0.9777434339611797,0.328201234086513
"Fairfax County, NOVA","Alexandria, DC",US-50-WB_TZ4_I-66-WB-TZ3-2-1,3.0919767035363948,0.0019882845248584413
"Fairfax County, NOVA","Maryland, DC",I-66-EB,0.9324960394677729,0.35108023252527776
"Fairfax County, NOVA","Maryland, DC",I-66-WB,2.161934272497395,0.0306232428184936
"Fairfax County, NOVA","Maryland, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,2.1694828338739347,0.030046046229062595
"Fairfax County, NOVA","Maryland, DC",US-29-NB,0.2080734776009671,0.8351715957415384
"Fairfax County, NOVA","Maryland, DC",US-50-EB,2.3374674091569045,0.019414893637921926
"Fairfax County, NOVA","Maryland, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.030102828564266493,0.9759850448866634
"Fairfax County, NOVA","Maryland, DC",I-66-WB-TZ4-3-2_US-29-SB-TZ1,1.0354752426938512,0.3004470225227074
"Fairfax County, NOVA","Maryland, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,0.25371487938315945,0.7997158380306844
"Fairfax County, NOVA","Maryland, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,1.1965807802692707,0.23146999544884128
"Fairfax County, NOVA","Maryland, DC",US-50-WB,0.461931847965025,0.6441301943435316
"Fairfax County, NOVA","Maryland, DC",US-50-EB-TZ1_I-66-EB-TZ2-3-4,1.439408581674344,0.15003479436080447
"Fairfax County, NOVA","Maryland, DC",I-66-EB-TZ1_US-29-NB-TZ2-3-4,0.043256072855124755,0.9654974072069331
"Fairfax County, NOVA","Maryland, DC",US-50-EB-TZ1-2-3_I-66-EB-TZ4,2.692889944835079,0.007083564710424817
"Fairfax County, NOVA","Maryland, DC",US-50-EB-TZ1-2_I-66-EB-TZ3-4,1.762908680033383,0.07791589284618827
"Fairfax County, NOVA","Maryland, DC",US-29-SB,0.33130209579606984,0.7404163084003641
"Fairfax County, NOVA","Maryland, DC",I-66-WB-TZ4_US-29-SB-TZ3-2-1,1.762908680033383,0.07791589284618827
"Fairfax County, NOVA","Maryland, DC",I-66-EB-TZ1-2_US-50-EB-TZ3-4,1.364488799969652,0.17241377681150105
"Fairfax County, NOVA","Maryland, DC",US-29-SB-TZ4_I-66-WB-TZ3-2-1,3.6293752984813743,0.0002841079364788168
"Fairfax County, NOVA","Maryland, DC",US-29-SB-TZ4-3_I-66-WB-TZ2-1,1.6072991369641467,0.10798876353973053
"Fairfax County, NOVA","Maryland, DC",US-50-WB_TZ4-3_I-66-WB-TZ2-1,4.551828275335724,5.318173653234837e-06
"Fairfax County, NOVA","Maryland, DC",US-29-NB-TZ1_I-66-EB-TZ2-3-4,1.7017353969733755,0.08880498174431795
"Fairfax County, NOVA","Maryland, DC",I-66-EB-TZ1_US-50-EB-TZ2-3-4,0.9824969416834068,0.32585508890655723
"Fairfax County, NOVA","Maryland, DC",US-29-NB-TZ1-2-3_I-66-EB-TZ4,1.3894608165954965,0.16469266801318483
"Fairfax County, NOVA","Maryland, DC",I-66-WB-TZ4-3_US-29-SB-TZ2-1,4.608341195657068,4.0589420882142235e-06
"Fairfax County, NOVA","Tysons, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,1.077676115925962,0.2811783207913463
"Fairfax County, NOVA","Tysons, DC",I-66-EB,1.723788734291283,0.08474598910480924
"Fairfax County, NOVA","Tysons, DC",US-50-EB,1.6139014589048157,0.10654880218094265
"Fairfax County, NOVA","Tysons, DC",US-29-NB,0.6468778073965961,0.517711029975785
"Fairfax County, NOVA","Tysons, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,1.0215940350514319,0.3069730820363106
"Fairfax County, NOVA","Tysons, DC",US-50-WB_TZ4_I-66-WB-TZ3-2-1,3.2307142780596694,0.001234813087679143
"Fairfax County, NOVA","Tysons, DC",US-29-SB,0.9788725291730362,0.327642967118547
"Fairfax County, NOVA","Tysons, DC",US-50-WB,0.9788725291730362,0.327642967118547
"Fairfax County, NOVA","Tysons, DC",I-66-WB-TZ4-3_US-50-WB-TZ2-1,2.397800184927491,0.01649385996943975
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",I-66-EB,1.54079924079682,0.12336565429016177
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-50-EB,2.2747277092792744,0.02292226918050555
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.8420798738020402,0.39974324596724786
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,0.026708727290741526,0.9786920522452702
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-29-NB,3.2456463214285742,0.0011718432598748496
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-29-NB-TZ1_I-66-EB-TZ2-3-4,1.0190665494216589,0.30817137341613154
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-50-EB-TZ1-2-3_I-66-EB-TZ4,1.0190665494216589,0.30817137341613154
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,0.6101687473915274,0.5417500300929627
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",I-66-EB-TZ1_US-29-NB-TZ2-3-4,1.0190665494216589,0.30817137341613154
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-50-WB,1.765083334905031,0.07754976105364486
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-29-SB-TZ4-3_I-66-WB-TZ2-1,1.0190665494216589,0.30817137341613154
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",I-66-WB,0.5447458401219764,0.5859283327224603
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,0.9812947938076944,0.32644738936062145
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",I-66-EB-TZ1-2_US-50-EB-TZ3-4,0.9812947938076944,0.32644738936062145
"Fairfax County, NOVA","Fort Hunt and Belvoir, DC",US-29-SB,1.3877636669842452,0.16520902182033081
"Fairfax County, NOVA","Springfield, DC",US-29-NB,0.4780905254457666,0.6325857752559547
"Fairfax County, NOVA","Springfield, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,1.4436532433421048,0.14883653989497603
"Fairfax County, NOVA","Springfield, DC",I-66-EB,2.13387877089184,0.032852705673315885
"Fairfax County, NOVA","Springfield, DC",US-50-EB,1.6488579047927354,0.09917674881277216
"Fairfax County, NOVA","Springfield, DC",US-50-EB-TZ1-2-3_I-66-EB-TZ4,1.0208146288138915,0.3073422722149486
"Fairfax County, NOVA","Springfield, DC",I-66-WB,1.2958772425204135,0.19501778082177257
"Fairfax County, NOVA","Springfield, DC",US-50-WB_TZ4-3_I-66-WB-TZ2-1,1.0208146288138915,0.3073422722149486
"Fairfax County, NOVA","Springfield, DC",US-50-EB-TZ1_I-66-EB-TZ2-3-4,1.0208146288138915,0.3073422722149486
"Fairfax County, NOVA","Springfield, DC",I-66-EB-TZ1-2-3_US-50-EB-TZ4,0.613157448735789,0.5397722372410576
"Fairfax County, NOVA","Springfield, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,0.9384314617503255,0.3480227238485869
"Fairfax County, NOVA","Springfield, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,0.5417961120439232,0.587958970062245
"Fairfax County, NOVA","Springfield, DC",I-66-WB-TZ4-3_US-50-WB-TZ2-1,2.8873466949197812,0.003885058811407882
"Fairfax County, NOVA","Springfield, DC",US-29-NB-TZ1_I-66-EB-TZ2-3-4,1.0208146288138915,0.3073422722149486
"Fairfax County, NOVA","Springfield, DC",US-50-EB-TZ1-2_I-66-EB-TZ3-4,1.4436532433421048,0.14883653989497603
"Fairfax County, NOVA","Springfield, DC",US-50-WB,1.0208146288138915,0.3073422722149486
"Fairfax County, NOVA","Springfield, DC",US-29-SB,1.0208146288138915,0.3073422722149486
"Fairfax County, NOVA","Springfield, DC",I-66-EB-TZ1-2_US-50-EB-TZ3-4,0.9796143331114561,0.32727652712775757
"Fairfax County, NOVA","Annandale, DC",I-66-EB,1.4342075548645346,0.15151304177142721
"Fairfax County, NOVA","Annandale, DC",US-50-EB,0.8587646921162924,0.3904703509525618
"Fairfax County, NOVA","Annandale, DC",US-29-NB,0.38094225931389175,0.7032460940621543
"Fairfax County, NOVA","Annandale, DC",I-66-EB-TZ1-2-3_US-29-NB-TZ4,1.4368226240373625,0.15076840019879656
"Fairfax County, NOVA","Annandale, DC",I-66-EB-TZ1-2_US-29-NB-TZ3-4,0.02241315846126644,0.9821183840547787
"Fairfax County, NOVA","Annandale, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,1.0159804440637878,0.3096386991599793
"Fairfax County, NOVA","Annandale, DC",US-50-EB-TZ1-2_I-66-EB-TZ3-4,1.0159804440637878,0.3096386991599793
"Fairfax County, NOVA","Annandale, DC",I-66-EB-TZ1_US-29-NB-TZ2-3-4,0.984283656575345,0.32497606300919535
"Fairfax County, NOVA","Annandale, DC",I-66-WB,0.984283656575345,0.32497606300919535
"Fairfax County, NOVA","Annandale, DC",US-50-WB,0.984283656575345,0.32497606300919535
"Alexandria and Arlington, NOVA","Capital Hill, DC",US-50-WB,2.4505875490951325,0.014262327402511099
"Alexandria and Arlington, NOVA","Capital Hill, DC",US-29-SB,1.9353058978110398,0.05295276903524049
"Alexandria and Arlington, NOVA","Capital Hill, DC",US-29-SB-TZ4-3_I-66-WB-TZ2-1,0.012653835739299958,0.9899039692580609
"Alexandria and Arlington, NOVA","Capital Hill, DC",I-66-WB,0.7501914379689609,0.4531394147544403
"Alexandria and Arlington, NOVA","Capital Hill, DC",US-50-EB-TZ1-2_I-66-EB-TZ3-4,1.0063541318044256,0.31424524961026457
"Alexandria and Arlington, NOVA","Capital Hill, DC",I-66-EB,0.9937005746888496,0.3203686628785216
"Alexandria and Arlington, NOVA","Capital Hill, DC",US-50-EB,0.9937005746888496,0.3203686628785216
"Alexandria and Arlington, NOVA","Capital Hill, DC",US-29-SB-TZ4_I-66-WB-TZ3-2-1,0.9937005746888496,0.3203686628785216
"Alexandria and Arlington, NOVA","Arlington, DC",US-50-WB,2.3759349005636303,0.017504550781197947
"Alexandria and Arlington, NOVA","Arlington, DC",US-29-SB-TZ4-3_I-66-WB-TZ2-1,0.9957765141524706,0.31935874394442054
"Alexandria and Arlington, NOVA","Arlington, DC",US-29-SB,0.7192548777338142,0.47198389225903026
"Alexandria and Arlington, NOVA","Arlington, DC",I-66-WB,2.133706090145675,0.03286684723466737
"Alexandria and Arlington, NOVA","Arlington, DC",US-29-NB,1.0042813103700885,0.31524303953615807
"Alexandria and Arlington, NOVA","Alexandria, DC",US-29-NB-TZ1-2_I-66-EB-TZ3-4,0.0023978787416715458,0.9980867714067971
"Alexandria and Arlington, NOVA","Alexandria, DC",US-50-WB,2.836311714663513,0.004563787908775874
"Alexandria and Arlington, NOVA","Alexandria, DC",US-29-SB,1.8944894407077348,0.058160074629476144
"Alexandria and Arlington, NOVA","Alexandria, DC",I-66-WB,1.075593174231888,0.28210924144457494
"Alexandria and Arlington, NOVA","Maryland, DC",US-50-WB,4.521759314252341,6.132776967815445e-06
"Alexandria and Arlington, NOVA","Maryland, DC",I-66-WB-TZ4-3-2_US-50-WB-TZ1,1.0036605933002616,0.315542237423601
"Alexandria and Arlington, NOVA","Maryland, DC",I-66-WB,0.9686298608633778,0.33272989906976336
"Alexandria and Arlington, NOVA","Maryland, DC",US-29-SB,2.272095563435055,0.02308073902495078
"Alexandria and Arlington, NOVA","Maryland, DC",US-29-SB-TZ4_I-66-WB-TZ3-2-1,0.4390533310542274,0.6606228937303673
"Alexandria and Arlington, NOVA","Maryland, DC",I-66-WB-TZ4-3_US-29-SB-TZ2-1,3.6532178313820576,0.0002589743510847953
"Alexandria and Arlington, NOVA","Maryland, DC",US-29-SB-TZ4-3_I-66-WB-TZ2-1,0.4390533310542274,0.6606228937303673
"Alexandria and Arlington, NOVA","Maryland, DC",I-66-EB,1.4193927168862506,0.1557845545702745
"Alexandria and Arlington, NOVA","Maryland, DC",US-50-WB_TZ4-3_I-66-WB-TZ2-1,1.0036605933002616,0.315542237423601
"Alexandria and Arlington, NOVA","Maryland, DC",US-50-EB-TZ1_I-66-EB-TZ2-3-4,1.725744754300881,0.0843933426955421
"Alexandria and Arlington, NOVA","Maryland, DC",US-50-WB_TZ4_I-66-WB-TZ3-2-1,0.996355978096193,0.3190772142002509
"Alexandria and Arlington, NOVA","Maryland, DC",US-50-EB,0.996355978096193,0.3190772142002509
"Alexandria and Arlington, NOVA","Tysons, DC",US-50-WB,1.8469215430882482,0.0647585119704226
"Alexandria and Arlington, NOVA","Tysons, DC",US-29-SB,0.0323984548683138,0.9741542946790984
"Alexandria and Arlington, NOVA","Tysons, DC",US-29-SB-TZ4_I-66-WB-TZ3-2-1,0.022907860543279316,0.981723770235214
"Alexandria and Arlington, NOVA","Tysons, DC",I-66-WB,1.9680920541836282,0.049057446934462456
"Alexandria and Arlington, NOVA","Fort Hunt and Belvoir, DC",US-50-WB,3.337618897590357,0.0008449956055824881
