ID, Type, CenterLat, CenterLong
135,NOVA,38.497609459459454,-77.41475540888463
136,NOVA,38.497609459459454,-77.34162054517951
137,NOVA,38.497609459459454,-77.26848568147439
138,NOVA,38.497609459459454,-77.19535081776927
139,NOVA,38.497609459459454,-77.12221595406415
140,NOVA,38.497609459459454,-77.04908109035902
141,NOVA,38.497609459459454,-76.9759462266539
142,NOVA,38.497609459459454,-76.90281136294878
143,NOVA,38.497609459459454,-76.82967649924366
144,DC,39.03431,-77.221
145,DC,39.03431,-77.13587398698022
146,DC,39.03431,-77.05074797396043
147,DC,39.03431,-76.96562196094064
148,DC,39.03431,-76.88049594792085
149,DC,39.03431,-76.79536993490106
150,DC,38.97631558558558,-77.221
151,DC,38.97631558558558,-77.13574732459044
152,DC,38.97631558558558,-77.05049464918088
153,DC,38.97631558558558,-76.96524197377131
154,DC,38.97631558558558,-76.87998929836175
155,DC,38.97631558558558,-76.79473662295219
156,DC,38.918321171171165,-77.221
157,DC,38.918321171171165,-77.13562028470695
158,DC,38.918321171171165,-77.05024056941389
159,DC,38.918321171171165,-76.96486085412083
160,DC,38.918321171171165,-76.87948113882777
161,DC,38.918321171171165,-76.79410142353471
162,DC,38.86032675675675,-77.221
163,DC,38.86032675675675,-77.13549286563962
164,DC,38.86032675675675,-77.04998573127924
165,DC,38.86032675675675,-76.96447859691885
166,DC,38.86032675675675,-76.87897146255847
167,DC,38.86032675675675,-76.79346432819808
168,DC,38.80233234234233,-77.221
169,DC,38.80233234234233,-77.13536506568826
170,DC,38.80233234234233,-77.04973013137652
171,DC,38.80233234234233,-76.96409519706478
172,DC,38.80233234234233,-76.87846026275304
173,DC,38.80233234234233,-76.7928253284413
174,DC,38.744337927927916,-77.221
175,DC,38.744337927927916,-77.13523688314253
176,DC,38.744337927927916,-77.04947376628505
177,DC,38.744337927927916,-76.96371064942757
178,DC,38.744337927927916,-76.87794753257009
179,DC,38.744337927927916,-76.79218441571261
