Index,NodeType,Direction,Latitude,Longitude,InterestCount%,AM%,PM%,total percent,Ranking
2491,Origin,TRUE,38.9398699,-77.4172473,0.000691,0.000597,0.000758,0.806,
2491,Destination,TRUE,38.92981982,-77.01881604,0.000691,0.000597,0.000758,0.806,343
1180,Origin,TRUE,38.98900995,-77.12866827,0.000686,0.00066,0.000705,0.807,
1180,Destination,TRUE,38.74963964,-76.75116594,0.000686,0.00066,0.000705,0.807,344
1396,Origin,FALSE,38.92981982,-77.01881604,0.000685,0.000561,0.000774,0.807,
1396,Destination,FALSE,38.8415898,-77.63416,0.000685,0.000561,0.000774,0.808,345
1860,Origin,TRUE,38.8415898,-77.41669845,0.000684,0.000745,0.00064,0.808,
1860,Destination,TRUE,38.74963964,-76.75116594,0.000684,0.000745,0.00064,0.809,346
176,Origin,TRUE,38.79244975,-77.48900199,0.00068,0.000935,0.000496,0.809,
176,Destination,TRUE,39.11,-76.75607549,0.00068,0.000935,0.000496,0.809,347
680,Origin,FALSE,38.92981982,-77.01881604,0.00068,0.000592,0.000744,0.810,
680,Destination,FALSE,38.9398699,-76.83881344,0.00068,0.000592,0.000744,0.810,348
1125,Origin,TRUE,38.79244975,-76.90836995,0.00068,0.000795,0.000597,0.810,
1125,Destination,TRUE,38.92981982,-77.284,0.00068,0.000795,0.000597,0.811,349
881,Origin,TRUE,38.54674951,-77.34199348,0.000677,0.000714,0.000651,0.811,
881,Destination,TRUE,38.92981982,-77.284,0.000677,0.000714,0.000651,0.811,350
2228,Origin,TRUE,38.9398699,-76.91111767,0.000676,0.001089,0.000379,0.812,
2228,Destination,TRUE,39.11,-76.75607549,0.000676,0.001089,0.000379,0.812,351
810,Origin,TRUE,38.9398699,-76.9834219,0.000675,0.000863,0.000539,0.812,
810,Destination,TRUE,38.74963964,-77.01758297,0.000675,0.000863,0.000539,0.813,352
297,Origin,TRUE,38.9398699,-77.4172473,0.000669,0.000579,0.000734,0.813,
297,Destination,TRUE,38.92981982,-77.284,0.000669,0.000579,0.000734,0.813,353
2260,Origin,TRUE,38.79244975,-77.56158099,0.000668,0.001032,0.000407,0.814,
2260,Destination,TRUE,39.11,-77.02003774,0.000668,0.001032,0.000407,0.814,354
633,Origin,TRUE,38.8415898,-77.27172409,0.000667,0.000635,0.000689,0.814,
633,Destination,TRUE,38.92981982,-77.284,0.000667,0.000635,0.000689,0.815,355
790,Origin,TRUE,38.74330971,-77.12546257,0.000664,0.000645,0.000678,0.815,
790,Destination,TRUE,38.92981982,-76.75363208,0.000664,0.000645,0.000678,0.815,356
2291,Origin,TRUE,38.9398699,-77.27263884,0.000661,0.000552,0.000739,0.816,
2291,Destination,TRUE,39.11,-77.02003774,0.000661,0.000552,0.000739,0.816,357
1813,Origin,TRUE,38.98900995,-76.98424207,0.000659,0.000773,0.000578,0.816,
1813,Destination,TRUE,39.11,-77.284,0.000659,0.000773,0.000578,0.817,358
1588,Origin,TRUE,38.79244975,-77.27126497,0.000657,0.000686,0.000635,0.817,
1588,Destination,TRUE,38.74963964,-77.01758297,0.000657,0.000686,0.000635,0.817,359
1154,Origin,TRUE,39.03815,-77.12930457,0.000655,0.000687,0.000631,0.818,
1154,Destination,TRUE,39.11,-77.02003774,0.000655,0.000687,0.000631,0.818,360
1349,Origin,TRUE,38.49760946,-77.34162055,0.000649,0.000624,0.000666,0.818,
1349,Destination,TRUE,38.74963964,-77.01758297,0.000649,0.000624,0.000666,0.819,361
1734,Origin,TRUE,38.79244975,-77.56158099,0.000645,0.001059,0.000348,0.819,
1734,Destination,TRUE,38.92981982,-77.284,0.000645,0.001059,0.000348,0.819,362
222,Origin,TRUE,38.64502961,-77.26988063,0.000643,0.00061,0.000666,0.820,
222,Destination,TRUE,39.11,-77.284,0.000643,0.00061,0.000666,0.820,363
331,Origin,TRUE,38.64502961,-77.41559238,0.00064,0.000752,0.000559,0.820,
331,Destination,TRUE,39.11,-77.284,0.00064,0.000752,0.000559,0.820,364
1434,Origin,TRUE,38.89072985,-77.34457763,0.000635,0.00059,0.000667,0.821,
1434,Destination,TRUE,39.11,-77.284,0.000635,0.00059,0.000667,0.821,365
1641,Origin,TRUE,38.64502961,-77.3427365,0.000633,0.000659,0.000615,0.821,
1641,Destination,TRUE,38.74963964,-77.284,0.000633,0.000659,0.000615,0.822,366
1277,Origin,FALSE,38.92981982,-77.01881604,0.000624,0.00053,0.000691,0.822,
1277,Destination,FALSE,38.89072985,-77.19978645,0.000624,0.00053,0.000691,0.822,367
496,Origin,TRUE,38.74330971,-77.05279151,0.000623,0.000657,0.000598,0.823,
496,Destination,TRUE,39.11,-77.02003774,0.000623,0.000657,0.000598,0.823,368
1496,Origin,TRUE,38.89072985,-76.91020408,0.000623,0.00096,0.000382,0.823,
1496,Destination,TRUE,38.92981982,-77.284,0.000623,0.00096,0.000382,0.824,369
1788,Origin,TRUE,38.74330971,-77.2708047,0.000623,0.000655,0.0006,0.824,
1788,Destination,TRUE,38.92981982,-77.01881604,0.000623,0.000655,0.0006,0.824,370
882,Origin,TRUE,38.98900995,-76.98424207,0.000622,0.00078,0.000508,0.825,
882,Destination,TRUE,38.92981982,-77.01881604,0.000622,0.00078,0.000508,0.825,371
691,Origin,TRUE,38.59588956,-77.26941683,0.000615,0.000713,0.000545,0.825,
691,Destination,TRUE,39.11,-77.02003774,0.000615,0.000713,0.000545,0.825,372
755,Origin,FALSE,38.92981982,-77.284,0.000614,0.000528,0.000676,0.826,
755,Destination,FALSE,38.8415898,-77.48918563,0.000614,0.000528,0.000676,0.826,373
2194,Origin,FALSE,38.92981982,-77.01881604,0.000611,0.000553,0.000652,0.826,
2194,Destination,FALSE,38.98900995,-76.91202896,0.000611,0.000553,0.000652,0.827,374
1428,Origin,TRUE,38.8415898,-76.98177535,0.000607,0.000694,0.000545,0.827,
1428,Destination,TRUE,39.11,-77.284,0.000607,0.000694,0.000545,0.827,375
2428,Origin,TRUE,38.9398699,-76.9834219,0.000606,0.000782,0.00048,0.828,
2428,Destination,TRUE,38.74963964,-77.284,0.000606,0.000782,0.00048,0.828,376
1329,Origin,TRUE,38.98900995,-77.20088138,0.000605,0.000699,0.000537,0.828,
1329,Destination,TRUE,38.92981982,-77.284,0.000605,0.000699,0.000537,0.829,377
1798,Origin,TRUE,38.59588956,-77.34236546,0.000603,0.000679,0.000547,0.829,
1798,Destination,TRUE,38.92981982,-77.01881604,0.000603,0.000679,0.000547,0.829,378
904,Origin,FALSE,38.92981982,-77.01881604,0.000598,0.000504,0.000665,0.829,
904,Destination,FALSE,38.59588956,-77.48826273,0.000598,0.000504,0.000665,0.830,379
1028,Origin,TRUE,39.03815,-77.34567118,0.000589,0.00088,0.00038,0.830,
1028,Destination,TRUE,38.74963964,-77.284,0.000589,0.00088,0.00038,0.830,380
290,Origin,FALSE,38.92981982,-77.01881604,0.000585,0.000582,0.000586,0.831,
290,Destination,FALSE,39.03815,-76.98506016,0.000585,0.000582,0.000586,0.831,381
1579,Origin,FALSE,38.92981982,-77.284,0.000583,0.000508,0.000637,0.831,
1579,Destination,FALSE,38.69416966,-77.1975799,0.000583,0.000508,0.000637,0.831,382
126,Origin,TRUE,38.74330971,-77.19813363,0.000582,0.000672,0.000518,0.832,
126,Destination,TRUE,38.74963964,-77.284,0.000582,0.000672,0.000518,0.832,383
1103,Origin,TRUE,38.8415898,-76.83680099,0.000581,0.000932,0.000328,0.832,
1103,Destination,TRUE,38.92981982,-77.01881604,0.000581,0.000932,0.000328,0.833,384
1709,Origin,TRUE,38.79244975,-77.34384398,0.000581,0.000643,0.000536,0.833,
1709,Destination,TRUE,39.11,-77.02003774,0.000581,0.000643,0.000536,0.833,
2077,Origin,TRUE,38.98900995,-77.27309448,0.000579,0.000608,0.000559,0.834,
2077,Destination,TRUE,38.92981982,-77.284,0.000579,0.000608,0.000559,0.834,
1453,Origin,TRUE,38.9398699,-77.27263884,0.000577,0.000471,0.000653,0.834,
1453,Destination,TRUE,38.92981982,-77.284,0.000577,0.000471,0.000653,0.834,
1144,Origin,TRUE,38.79244975,-76.98094895,0.000575,0.000662,0.000512,0.835,
1144,Destination,TRUE,39.11,-76.75607549,0.000575,0.000662,0.000512,0.835,
1354,Origin,TRUE,38.54674951,-77.34199348,0.000573,0.000618,0.000541,0.835,
1354,Destination,TRUE,38.74963964,-77.284,0.000573,0.000618,0.000541,0.836,
304,Origin,TRUE,39.03815,-76.91293796,0.000567,0.001,0.000256,0.836,
304,Destination,TRUE,39.11,-77.284,0.000567,0.001,0.000256,0.836,
251,Origin,FALSE,38.92981982,-77.284,0.000563,0.000509,0.000602,0.836,
251,Destination,FALSE,38.74330971,-77.2708047,0.000563,0.000509,0.000602,0.837,
2535,Origin,FALSE,38.92981982,-77.01881604,0.000562,0.000488,0.000615,0.837,
2535,Destination,FALSE,38.74330971,-77.56148894,0.000562,0.000488,0.000615,0.837,
1230,Origin,TRUE,38.9398699,-76.91111767,0.000561,0.000895,0.000321,0.837,
1230,Destination,TRUE,38.74963964,-77.01758297,0.000561,0.000895,0.000321,0.838,
1976,Origin,TRUE,38.9398699,-77.05572614,0.00056,0.000497,0.000604,0.838,
1976,Destination,TRUE,38.74963964,-77.01758297,0.00056,0.000497,0.000604,0.838,
640,Origin,TRUE,38.74330971,-77.05279151,0.000558,0.000577,0.000545,0.839,
640,Destination,TRUE,38.74963964,-77.01758297,0.000558,0.000577,0.000545,0.839,
1742,Origin,FALSE,38.92981982,-77.284,0.000557,0.000486,0.000609,0.839,
1742,Destination,FALSE,38.8415898,-76.83680099,0.000557,0.000486,0.000609,0.839,
1690,Origin,TRUE,38.98900995,-77.20088138,0.000555,0.000638,0.000495,0.840,
1690,Destination,TRUE,39.11,-77.02003774,0.000555,0.000638,0.000495,0.840,
963,Origin,TRUE,38.69416966,-77.3431066,0.000552,0.000625,0.000499,0.840,
963,Destination,TRUE,38.92981982,-76.75363208,0.000552,0.000625,0.000499,0.841,
462,Origin,FALSE,38.92981982,-77.01881604,0.000545,0.000458,0.000607,0.841,
462,Destination,FALSE,38.74330971,-77.19813363,0.000545,0.000458,0.000607,0.841,
2431,Origin,FALSE,38.92981982,-77.01881604,0.000544,0.000473,0.000595,0.841,
2431,Destination,FALSE,38.74330971,-76.83477833,0.000544,0.000473,0.000595,0.842,
2324,Origin,TRUE,39.03815,-77.20142678,0.000541,0.000783,0.000367,0.842,
2324,Destination,TRUE,38.92981982,-77.01881604,0.000541,0.000783,0.000367,0.842,
511,Origin,TRUE,38.49760946,-77.34162055,0.00054,0.000587,0.000506,0.842,
511,Destination,TRUE,39.11,-77.284,0.00054,0.000587,0.000506,0.843,
454,Origin,TRUE,38.69416966,-77.1975799,0.000538,0.00066,0.00045,0.843,
454,Destination,TRUE,38.92981982,-77.284,0.000538,0.00066,0.00045,0.843,
847,Origin,FALSE,38.92981982,-77.01881604,0.000537,0.000476,0.000582,0.844,
847,Destination,FALSE,38.74330971,-77.05279151,0.000537,0.000476,0.000582,0.844,
1004,Origin,TRUE,38.74330971,-77.48881788,0.000534,0.000806,0.000339,0.844,
1004,Destination,TRUE,38.92981982,-77.01881604,0.000534,0.000806,0.000339,0.844,
2517,Origin,FALSE,38.92981982,-77.01881604,0.000534,0.000474,0.000578,0.845,
2517,Destination,FALSE,38.9398699,-77.12803037,0.000534,0.000474,0.000578,0.845,
709,Origin,TRUE,38.69416966,-77.12481655,0.000532,0.000505,0.000552,0.845,
709,Destination,TRUE,39.11,-76.75607549,0.000532,0.000505,0.000552,0.845,
1456,Origin,FALSE,38.92981982,-77.01881604,0.000531,0.000459,0.000582,0.846,
1456,Destination,FALSE,38.54674951,-77.26895185,0.000531,0.000459,0.000582,0.846,
1455,Origin,TRUE,38.64502961,-77.41559238,0.000527,0.000615,0.000464,0.846,
1455,Destination,TRUE,39.11,-76.75607549,0.000527,0.000615,0.000464,0.846,
1384,Origin,TRUE,38.98900995,-76.98424207,0.000525,0.000573,0.000489,0.847,
1384,Destination,TRUE,38.74963964,-77.01758297,0.000525,0.000573,0.000489,0.847,
2574,Origin,TRUE,38.74330971,-77.2708047,0.000524,0.000431,0.000591,0.847,
2574,Destination,TRUE,38.74963964,-76.75116594,0.000524,0.000431,0.000591,0.848,
1435,Origin,TRUE,38.89072985,-77.41697322,0.000523,0.000568,0.00049,0.848,
1435,Destination,TRUE,39.11,-76.75607549,0.000523,0.000568,0.00049,0.848,
981,Origin,FALSE,38.92981982,-77.01881604,0.000521,0.000476,0.000554,0.848,
981,Destination,FALSE,38.79244975,-76.98094895,0.000521,0.000476,0.000554,0.849,
1972,Origin,TRUE,38.79244975,-76.98094895,0.000519,0.000632,0.000438,0.849,
1972,Destination,TRUE,38.92981982,-76.75363208,0.000519,0.000632,0.000438,0.849,
2052,Origin,FALSE,38.92981982,-77.01881604,0.000519,0.000443,0.000573,0.849,
2052,Destination,FALSE,38.74330971,-77.12546257,0.000519,0.000443,0.000573,0.850,
1442,Origin,FALSE,38.92981982,-77.01881604,0.000518,0.000451,0.000567,0.850,
1442,Destination,FALSE,38.49760946,-77.48789027,0.000518,0.000451,0.000567,0.850,
73,Origin,TRUE,38.69416966,-77.12481655,0.000517,0.000514,0.000519,0.850,
73,Destination,TRUE,39.11,-77.02003774,0.000517,0.000514,0.000519,0.851,
398,Origin,TRUE,38.8415898,-76.90928817,0.000514,0.000649,0.000418,0.851,
398,Destination,TRUE,38.92981982,-76.75363208,0.000514,0.000649,0.000418,0.851,
2223,Origin,FALSE,38.92981982,-77.01881604,0.000512,0.000446,0.000559,0.851,
2223,Destination,FALSE,38.49760946,-76.97594623,0.000512,0.000446,0.000559,0.852,
1224,Origin,TRUE,38.98900995,-76.98424207,0.000511,0.000579,0.000462,0.852,
1224,Destination,TRUE,38.74963964,-76.75116594,0.000511,0.000579,0.000462,0.852,
1744,Origin,TRUE,38.49760946,-77.34162055,0.000504,0.000497,0.000509,0.852,
1744,Destination,TRUE,38.74963964,-77.284,0.000504,0.000497,0.000509,0.853,
954,Origin,FALSE,38.92981982,-77.01881604,0.000502,0.000451,0.000539,0.853,
954,Destination,FALSE,38.98900995,-77.34530758,0.000502,0.000451,0.000539,0.853,
1927,Origin,FALSE,38.92981982,-77.01881604,0.000498,0.000434,0.000544,0.853,
1927,Destination,FALSE,38.59588956,-77.63416,0.000498,0.000434,0.000544,0.854,
2487,Origin,FALSE,38.92981982,-77.01881604,0.000497,0.000491,0.000501,0.854,
2487,Destination,FALSE,38.54674951,-77.19591022,0.000497,0.000491,0.000501,0.854,
433,Origin,TRUE,38.74330971,-77.56148894,0.000495,0.000751,0.000311,0.854,
433,Destination,TRUE,38.74963964,-77.01758297,0.000495,0.000751,0.000311,0.855,
1264,Origin,TRUE,38.74330971,-77.12546257,0.000494,0.00048,0.000504,0.855,
1264,Destination,TRUE,38.74963964,-77.01758297,0.000494,0.00048,0.000504,0.855,
1941,Origin,FALSE,38.92981982,-77.01881604,0.000491,0.000426,0.000537,0.855,
1941,Destination,FALSE,38.8415898,-77.1992369,0.000491,0.000426,0.000537,0.856,
47,Origin,TRUE,38.9398699,-76.9834219,0.00049,0.000652,0.000374,0.856,
47,Destination,TRUE,38.74963964,-76.75116594,0.00049,0.000652,0.000374,0.856,
1917,Origin,FALSE,38.92981982,-77.284,0.00049,0.000429,0.000534,0.856,
1917,Destination,FALSE,38.89072985,-76.83780849,0.00049,0.000429,0.000534,0.857,
2128,Origin,FALSE,38.92981982,-77.01881604,0.00049,0.000441,0.000525,0.857,
2128,Destination,FALSE,38.79244975,-77.12610696,0.00049,0.000441,0.000525,0.857,
1465,Origin,TRUE,38.98900995,-77.20088138,0.000489,0.000556,0.00044,0.857,
1465,Destination,TRUE,39.11,-76.75607549,0.000489,0.000556,0.00044,0.858,
2000,Origin,TRUE,38.59588956,-77.34236546,0.000489,0.000556,0.000442,0.858,
2000,Destination,TRUE,38.74963964,-77.284,0.000489,0.000556,0.000442,0.858,
2475,Origin,TRUE,38.89072985,-76.83780849,0.000486,0.000699,0.000332,0.858,
2475,Destination,TRUE,39.11,-77.284,0.000486,0.000699,0.000332,0.859,
1167,Origin,TRUE,38.79244975,-77.56158099,0.000483,0.000728,0.000307,0.859,
1167,Destination,TRUE,38.74963964,-77.284,0.000483,0.000728,0.000307,0.859,
2551,Origin,TRUE,38.79244975,-77.56158099,0.000476,0.000722,0.0003,0.859,
2551,Destination,TRUE,39.11,-76.75607549,0.000476,0.000722,0.0003,0.860,
807,Origin,TRUE,38.89072985,-76.83780849,0.000473,0.000729,0.000289,0.860,
807,Destination,TRUE,38.74963964,-77.284,0.000473,0.000729,0.000289,0.860,
1724,Origin,TRUE,38.89072985,-77.48936882,0.000467,0.000587,0.000382,0.860,
1724,Destination,TRUE,38.74963964,-77.284,0.000467,0.000587,0.000382,0.860,
332,Origin,TRUE,38.8415898,-77.41669845,0.000465,0.000587,0.000377,0.861,
332,Destination,TRUE,39.11,-77.284,0.000465,0.000587,0.000377,0.861,
1939,Origin,TRUE,38.8415898,-77.05426254,0.000465,0.000403,0.00051,0.861,
1939,Destination,TRUE,38.92981982,-77.284,0.000465,0.000403,0.00051,0.861,
449,Origin,TRUE,38.8415898,-77.27172409,0.000464,0.000437,0.000484,0.862,
449,Destination,TRUE,38.92981982,-77.01881604,0.000464,0.000437,0.000484,0.862,
373,Origin,FALSE,38.92981982,-77.01881604,0.000462,0.0004,0.000506,0.862,
373,Destination,FALSE,38.79244975,-77.56158099,0.000462,0.0004,0.000506,0.862,
2070,Origin,FALSE,38.92981982,-77.284,0.000461,0.000414,0.000495,0.863,
2070,Destination,FALSE,38.74330971,-76.98012045,0.000461,0.000414,0.000495,0.863,
1014,Origin,FALSE,38.92981982,-77.01881604,0.000455,0.000404,0.000491,0.863,
1014,Destination,FALSE,38.74330971,-77.2708047,0.000455,0.000404,0.000491,0.863,
1162,Origin,TRUE,38.98900995,-77.41752069,0.000453,0.000584,0.000359,0.863,
1162,Destination,TRUE,39.11,-77.284,0.000453,0.000584,0.000359,0.864,
1557,Origin,TRUE,38.89072985,-76.98259967,0.000452,0.000396,0.000493,0.864,
1557,Destination,TRUE,39.11,-76.75607549,0.000452,0.000396,0.000493,0.864,
202,Origin,TRUE,38.89072985,-77.41697322,0.000451,0.000474,0.000435,0.864,
202,Destination,TRUE,38.92981982,-76.75363208,0.000451,0.000474,0.000435,0.865,
280,Origin,TRUE,38.69416966,-77.27034325,0.00045,0.000456,0.000446,0.865,
280,Destination,TRUE,38.74963964,-77.284,0.00045,0.000456,0.000446,0.865,
1320,Origin,TRUE,39.03815,-77.12930457,0.000445,0.000487,0.000415,0.865,
1320,Destination,TRUE,38.74963964,-77.284,0.000445,0.000487,0.000415,0.865,
1016,Origin,TRUE,39.03815,-77.41779339,0.000443,0.000506,0.000397,0.866,
1016,Destination,TRUE,38.92981982,-76.75363208,0.000443,0.000506,0.000397,0.866,
2452,Origin,FALSE,38.92981982,-77.01881604,0.000442,0.000374,0.000491,0.866,
2452,Destination,FALSE,39.03815,-76.91293796,0.000442,0.000374,0.000491,0.866,
69,Origin,TRUE,38.9398699,-77.4172473,0.00044,0.000407,0.000463,0.867,
69,Destination,TRUE,39.11,-76.75607549,0.00044,0.000407,0.000463,0.867,
1612,Origin,TRUE,38.54674951,-77.34199348,0.000438,0.000447,0.000431,0.867,
1612,Destination,TRUE,39.11,-76.75607549,0.000438,0.000447,0.000431,0.867,
675,Origin,TRUE,38.9398699,-77.27263884,0.000437,0.000405,0.00046,0.867,
675,Destination,TRUE,38.92981982,-76.75363208,0.000437,0.000405,0.00046,0.868,
2485,Origin,TRUE,38.8415898,-76.90928817,0.000432,0.000622,0.000295,0.868,
2485,Destination,TRUE,38.74963964,-77.01758297,0.000432,0.000622,0.000295,0.868,
2538,Origin,TRUE,38.74330971,-77.48881788,0.000432,0.000665,0.000264,0.868,
2538,Destination,TRUE,38.74963964,-77.01758297,0.000432,0.000665,0.000264,0.869,
2566,Origin,FALSE,38.92981982,-77.284,0.000432,0.000369,0.000477,0.869,
2566,Destination,FALSE,38.89072985,-77.48936882,0.000432,0.000369,0.000477,0.869,
959,Origin,TRUE,39.03815,-76.91293796,0.000431,0.000736,0.000212,0.869,
959,Destination,TRUE,39.11,-76.75607549,0.000431,0.000736,0.000212,0.869,
2025,Origin,FALSE,38.92981982,-77.284,0.00043,0.000381,0.000465,0.870,
2025,Destination,FALSE,38.69416966,-76.97928985,0.00043,0.000381,0.000465,0.870,
1915,Origin,TRUE,38.9398699,-76.83881344,0.000427,0.000654,0.000264,0.870,
1915,Destination,TRUE,39.11,-77.02003774,0.000427,0.000654,0.000264,0.870,
1365,Origin,TRUE,38.74330971,-77.2708047,0.000424,0.000425,0.000423,0.870,
1365,Destination,TRUE,39.11,-76.75607549,0.000424,0.000425,0.000423,0.871,
1885,Origin,TRUE,38.9398699,-76.9834219,0.000424,0.000537,0.000343,0.871,
1885,Destination,TRUE,38.92981982,-76.75363208,0.000424,0.000537,0.000343,0.871,
641,Origin,TRUE,38.98900995,-77.48973379,0.000423,0.000659,0.000253,0.871,
641,Destination,TRUE,39.11,-77.02003774,0.000423,0.000659,0.000253,0.872,
671,Origin,FALSE,38.92981982,-77.284,0.000422,0.000362,0.000466,0.872,
671,Destination,FALSE,38.74330971,-77.63416,0.000422,0.000362,0.000466,0.872,
714,Origin,TRUE,38.64502961,-77.41559238,0.000421,0.000514,0.000354,0.872,
714,Destination,TRUE,38.92981982,-77.01881604,0.000421,0.000514,0.000354,0.872,
1720,Origin,TRUE,38.79244975,-77.48900199,0.000421,0.000579,0.000308,0.873,
1720,Destination,TRUE,38.92981982,-77.01881604,0.000421,0.000579,0.000308,0.873,
1338,Origin,TRUE,38.79244975,-76.98094895,0.000419,0.000484,0.000373,0.873,
1338,Destination,TRUE,38.74963964,-77.284,0.000419,0.000484,0.000373,0.873,
1301,Origin,TRUE,38.98900995,-77.41752069,0.000417,0.000504,0.000354,0.873,
1301,Destination,TRUE,38.92981982,-76.75363208,0.000417,0.000504,0.000354,0.874,
616,Origin,TRUE,38.79244975,-77.41642298,0.000416,0.000584,0.000296,0.874,
616,Destination,TRUE,38.92981982,-77.284,0.000416,0.000584,0.000296,0.874,
1830,Origin,TRUE,38.9398699,-77.48955153,0.000416,0.000487,0.000365,0.874,
1830,Destination,TRUE,39.11,-77.02003774,0.000416,0.000487,0.000365,0.874,
1846,Origin,TRUE,38.8415898,-76.98177535,0.000416,0.00051,0.000349,0.875,
1846,Destination,TRUE,39.11,-77.02003774,0.000416,0.00051,0.000349,0.875,
2381,Origin,FALSE,38.92981982,-77.284,0.000414,0.000379,0.00044,0.875,
2381,Destination,FALSE,38.69416966,-77.3431066,0.000414,0.000379,0.00044,0.875,
596,Origin,FALSE,38.92981982,-77.284,0.00041,0.000343,0.000458,0.876,
596,Destination,FALSE,38.79244975,-76.83579094,0.00041,0.000343,0.000458,0.876,
140,Origin,FALSE,38.92981982,-77.284,0.000408,0.00036,0.000442,0.876,
140,Destination,FALSE,38.98900995,-77.27309448,0.000408,0.00036,0.000442,0.876,
2505,Origin,TRUE,38.98900995,-77.48973379,0.000408,0.000649,0.000235,0.876,
2505,Destination,TRUE,38.92981982,-76.75363208,0.000408,0.000649,0.000235,0.877,
1532,Origin,TRUE,38.8415898,-76.83680099,0.000407,0.000646,0.000236,0.877,
1532,Destination,TRUE,38.74963964,-77.284,0.000407,0.000646,0.000236,0.877,
2022,Origin,FALSE,38.92981982,-77.01881604,0.000404,0.000349,0.000444,0.877,
2022,Destination,FALSE,38.9398699,-76.9834219,0.000404,0.000349,0.000444,0.877,
2323,Origin,TRUE,38.49760946,-77.48789027,0.000403,0.000427,0.000386,0.878,
2323,Destination,TRUE,38.74963964,-76.75116594,0.000403,0.000427,0.000386,0.878,
1251,Origin,FALSE,38.92981982,-77.284,0.000402,0.000355,0.000436,0.878,
1251,Destination,FALSE,38.49760946,-77.04908109,0.000402,0.000355,0.000436,0.878,
913,Origin,TRUE,38.69416966,-77.12481655,0.000397,0.000387,0.000404,0.878,
913,Destination,TRUE,39.11,-77.284,0.000397,0.000387,0.000404,0.879,
1631,Origin,TRUE,38.74330971,-77.56148894,0.000394,0.000589,0.000254,0.879,
1631,Destination,TRUE,39.11,-77.284,0.000394,0.000589,0.000254,0.879,
2560,Origin,TRUE,38.98900995,-77.27309448,0.000394,0.00043,0.000367,0.879,
2560,Destination,TRUE,38.74963964,-76.75116594,0.000394,0.00043,0.000367,0.879,
1692,Origin,TRUE,38.79244975,-76.90836995,0.000393,0.000471,0.000336,0.880,
1692,Destination,TRUE,38.92981982,-77.01881604,0.000393,0.000471,0.000336,0.880,
1712,Origin,TRUE,38.98900995,-77.05645517,0.000393,0.00037,0.000409,0.880,
1712,Destination,TRUE,38.74963964,-77.01758297,0.000393,0.00037,0.000409,0.880,
2272,Origin,TRUE,39.03815,-77.41779339,0.000392,0.00047,0.000336,0.880,
2272,Destination,TRUE,39.11,-76.75607549,0.000392,0.00047,0.000336,0.881,
1512,Origin,FALSE,38.92981982,-77.01881604,0.000391,0.000346,0.000423,0.881,
1512,Destination,FALSE,39.03815,-77.05718237,0.000391,0.000346,0.000423,0.881,
40,Origin,TRUE,39.03815,-76.98506016,0.00039,0.00052,0.000296,0.881,
40,Destination,TRUE,38.92981982,-77.284,0.00039,0.00052,0.000296,0.881,
966,Origin,FALSE,38.92981982,-77.01881604,0.00039,0.000354,0.000415,0.881,
966,Destination,FALSE,38.49760946,-77.04908109,0.00039,0.000354,0.000415,0.882,
1110,Origin,TRUE,39.03815,-76.98506016,0.000389,0.00049,0.000317,0.882,
1110,Destination,TRUE,38.74963964,-77.284,0.000389,0.00049,0.000317,0.882,
1787,Origin,TRUE,38.54674951,-77.34199348,0.000383,0.000409,0.000365,0.882,
1787,Destination,TRUE,39.11,-77.284,0.000383,0.000409,0.000365,0.882,
586,Origin,TRUE,39.03815,-76.91293796,0.000382,0.000652,0.000189,0.883,
586,Destination,TRUE,39.11,-77.02003774,0.000382,0.000652,0.000189,0.883,
1115,Origin,TRUE,38.89072985,-77.41697322,0.000381,0.000409,0.000361,0.883,
1115,Destination,TRUE,38.74963964,-77.01758297,0.000381,0.000409,0.000361,0.883,
157,Origin,TRUE,39.03815,-77.48991559,0.00038,0.000549,0.000259,0.883,
157,Destination,TRUE,38.92981982,-77.284,0.00038,0.000549,0.000259,0.884,
1432,Origin,TRUE,38.98900995,-77.34530758,0.000378,0.000353,0.000396,0.884,
1432,Destination,TRUE,39.11,-77.284,0.000378,0.000353,0.000396,0.884,
192,Origin,FALSE,38.92981982,-77.01881604,0.000377,0.000318,0.000419,0.884,
192,Destination,FALSE,38.69416966,-77.0520532,0.000377,0.000318,0.000419,0.884,
2380,Origin,TRUE,38.74330971,-77.41614682,0.000376,0.000496,0.000289,0.885,
2380,Destination,TRUE,38.92981982,-76.75363208,0.000376,0.000496,0.000289,0.885,
54,Origin,FALSE,38.92981982,-77.284,0.000374,0.000322,0.000412,0.885,
54,Destination,FALSE,38.64502961,-77.3427365,0.000374,0.000322,0.000412,0.885,
1339,Origin,FALSE,38.92981982,-77.284,0.000374,0.000354,0.000389,0.885,
1339,Destination,FALSE,38.74330971,-77.56148894,0.000374,0.000354,0.000389,0.885,
2418,Origin,FALSE,38.92981982,-77.01881604,0.000374,0.000328,0.000407,0.886,
2418,Destination,FALSE,38.89072985,-77.63416,0.000374,0.000328,0.000407,0.886,
1321,Origin,TRUE,39.03815,-76.91293796,0.000373,0.000643,0.000178,0.886,
1321,Destination,TRUE,38.92981982,-77.01881604,0.000373,0.000643,0.000178,0.886,
1981,Origin,TRUE,38.9398699,-76.9834219,0.00037,0.000481,0.000291,0.886,
1981,Destination,TRUE,39.11,-76.75607549,0.00037,0.000481,0.000291,0.887,
